AccX,AccY,AccZ
1.3742718,4.9943047,16.280571
1.6496049,-0.82121116,5.3486466
-3.8235402,3.5410242,6.26802
4.0198646,-5.3582234,15.272613
-0.581791,2.885013,13.40753
-1.7190368,2.1021092,2.219425
1.2210429,-2.7629087,13.280637
-1.4556746,-2.5139117,12.864046
-1.3431472,1.3718776,10.527305
1.3718776,4.7668557,9.0237465
-4.747702,1.4508862,17.54471
-1.496376,11.001357,5.401319
1.6328455,1.8315643,4.098873
1.2952632,2.018312,9.404425
-0.23223756,-5.5018754,16.19917
1.5753847,9.457097,14.396335
0.6344634,2.9759927,5.971139
-1.6400281,5.995081,10.67814
-1.9991584,0.5410896,3.5817258
2.791639,-0.6392518,9.842564
2.2625206,-1.3838485,7.6590514
-2.1284454,-0.2633622,16.220716
3.0597897,8.360553,4.63278
1.9536686,-0.8379706,9.928755
-4.4843397,-2.3511062,15.516821
-0.36870706,1.3239936,12.193669
2.7700913,0.22026655,4.10845
-0.6823475,4.0821137,12.212823
0.01436521,0.50517654,16.994043
2.597709,14.698004,-0.4213795
-1.1300632,1.340753,1.1492168
-3.8594532,-0.30166942,16.498444
-1.7860745,-0.45010993,18.05707
1.091756,0.81642276,8.614338
-1.2737153,7.704541,-0.61291564
-2.3008277,-2.099715,18.06904
0.61530983,7.5680714,12.0332575
-1.6424223,-5.2983685,3.6703112
-2.4732103,6.3063273,10.400413
-1.0462662,-3.016694,10.742783
-2.540248,4.8147397,17.52795
-2.360683,0.9528923,7.9487495
-1.1444284,1.5682021,4.9655743
1.2330139,0.35434186,11.631032
0.89543146,1.2042835,14.2143755
-0.830788,5.0757074,7.089231
-0.6823475,2.813187,11.894394
-0.29688102,6.4020953,0.47884035
-1.7190368,3.2082303,9.864111
-4.656722,-5.628768,24.133553
-0.5506664,0.4213795,20.231005
6.4164605,9.179369,-6.567295
-4.086902,3.6248214,13.88637
-5.4300494,2.4851813,6.7827735
0.94570965,-0.24420857,16.742653
2.171541,-7.7428484,22.574928
3.2441432,13.503298,-4.630386
-3.4261026,-1.8339585,8.00621
-3.0669725,7.539341,19.10094
6.5696893,0.45250413,-1.5275006
-2.0566192,1.6232687,17.0946
-10.139444,-2.2744915,19.230228
4.596867,1.2545617,10.553641
2.542642,10.553641,2.1859062
-1.3503298,-6.921637,6.6774287
-2.0614076,5.5856724,15.152903
-0.22026655,-12.732365,23.542185
3.145981,11.736377,4.4963107
-0.50996494,-4.307169,-0.34955344
-3.8235402,4.8841715,21.404163
2.6743233,-0.7733272,0.46447513
-2.1643584,7.2831616,-7.0581064
-0.6703765,-11.209652,21.104889
5.511452,7.9870567,15.947778
-4.173094,6.0357823,-5.93762
-5.317522,0.8283938,7.884106
5.3007627,-9.78989,15.940595
-3.181894,0.79008657,20.903774
-1.7525556,1.8890251,-1.9009962
3.5865142,7.261614,2.4899697
-0.39983168,-5.889736,11.947066
-1.6591818,5.9902925,15.085865
-1.163582,1.8363527,-4.709395
-2.0207062,6.093243,12.864046
-2.815581,-3.347094,15.928624
2.3630772,8.542512,5.4683566
-2.2218192,0.21787235,0.521936
-0.30885202,0.78769237,21.32276
-1.4915876,0.24420857,12.983756
-2.4037786,6.2871737,0.17956513
-2.5953147,5.140351,11.947066
-2.135628,3.5745432,8.700529
0.2657564,-0.92895025,15.5838585
-0.23463176,3.3734303,7.273585
3.5482068,-0.6512229,13.498509
-1.3742718,8.018182,4.4196963
-9.406818,-8.834604,10.218452
4.673482,1.0366893,5.363012
5.279215,1.4556746,4.733337
0.6440403,-5.6886234,14.037205
2.8299465,4.4699745,3.1124623
0.9911995,-3.9145198,13.335704
0.91937345,4.572925,3.205836
1.9416976,-3.145981,8.312668
-1.0965444,5.341464,13.335704
-0.6919243,-3.5482068,11.887212
0.10295067,6.349423,4.6112323
-3.6607344,-5.2289367,14.209587
1.0773908,2.2098482,11.865664
-1.4030021,4.3957543,1.6639702
-4.584896,1.3599066,18.08101
-0.22744916,5.4420204,5.4444146
-3.655946,-0.50038815,8.145074
-0.49320555,-2.0087352,12.385205
-0.22744916,7.3047094,7.180211
-3.0238767,2.1212628,9.662998
3.8857894,0.6847417,13.381193
0.90021986,3.7229836,4.51307
0.48362875,-5.777209,10.716447
-1.1444284,-3.572149,17.72667
3.0142999,6.50744,0.6512229
-1.3718776,-5.6407394,17.001226
-5.207389,2.8921957,8.037335
-1.9632454,3.9815574,10.13705
0.770933,1.4532804,9.002198
-2.837129,2.5785553,9.483433
-2.7150247,-4.4436383,14.549563
4.5441947,3.3806129,4.608838
0.60573304,2.528277,5.2169657
-0.47405192,5.145139,8.710106
-1.9752164,-0.5650316,17.839197
0.272939,2.255338,6.6774287
1.0103531,7.908048,3.0334535
-2.207454,0.46447513,9.667787
-1.1827357,1.0223241,12.945449
1.2689269,0.5530606,10.196905
3.1004913,7.029376,7.0820484
-2.5570073,0.48841715,8.645462
-0.51954174,-2.1523874,12.018892
1.9177556,-0.1436521,11.609484
2.018312,2.96881,7.795521
0.41180268,1.436521,3.5697548
-0.6895301,4.757279,12.3277445
3.13401,4.7285485,9.354146
-0.51475334,0.15801731,3.7565024
-4.5561657,-0.6919243,15.368381
0.021547815,-2.2649148,20.008343
-1.2761095,4.1419687,0.37828386
-1.2330139,-2.9281087,12.739547
-1.3431472,-0.7038953,7.505822
-1.8746599,-0.9624691,6.8162923
2.0949266,3.0765493,8.441956
1.553837,-0.62488663,12.58153
-2.3582888,0.45968673,7.1275387
-2.006341,6.5457473,5.0038815
2.966416,0.9744401,7.5968018
-2.0685902,0.059855044,7.9726915
-3.4835634,-2.80361,17.27177
5.2002063,1.5466543,4.9943047
-2.3702598,2.7964275,8.046912
-2.2122424,0.7517793,12.722788
0.39025488,-0.89782566,10.2495775
-3.7804444,1.1875241,11.018116
1.1133038,1.9800048,10.196905
-1.436521,1.99437,10.326192
-2.1452048,6.315904,0.3854665
3.406949,-1.1372458,8.599973
0.050278235,1.8411411,10.151415
-1.1468226,-3.6703112,9.986216
2.1643584,1.388637,12.737153
0.5650316,9.114726,8.920795
-1.3575124,-0.4333505,9.332599
-0.088585466,1.5275006,6.1746464
-2.4349031,-5.0302176,10.3214035
1.7357962,2.4779987,8.731653
0.7350199,-1.2449849,10.759542
-0.6895301,2.834735,7.299921
1.4891934,-1.1300632,3.2728736
1.484405,0.9768343,15.682021
2.1667526,0.7422025,7.4387846
0.93134445,2.779668,-1.163582
-0.035913024,3.13401,12.217611
1.9129672,0.36152446,17.171215
-1.2593501,2.2697031,6.1243677
-2.72939,1.7812861,6.1100025
1.2330139,-5.046977,12.5264635
-0.5410896,0.4309563,10.33098
-2.719813,7.9152308,4.6160207
-2.3008277,-1.1133038,7.627927
-1.982399,1.0271125,15.002068
-3.1028855,-0.7110779,3.6248214
0.32561144,2.2002714,1.6184803
2.0111294,-0.6464345,6.5577183
-0.39264908,-4.855441,11.365275
-0.6703765,0.033518825,7.1730285
2.2146366,-1.3072342,5.5042696
-0.4261679,-1.4389153,7.795521
-0.1340753,-3.2704794,10.254366
1.6065093,3.289633,4.5154643
1.3144168,1.0510546,7.065289
-0.38307226,3.86903,11.884817
-2.6120741,-4.271256,11.283873
0.81642276,2.099715,6.6654577
0.37110126,-1.3862427,2.3295584
2.585738,4.984728,10.91756
1.0965444,5.2840033,3.5553896
0.06464344,2.6719291,9.502586
-2.0159178,0.07182605,19.045874
-2.1164744,6.2632318,9.121908
2.6791117,1.103727,5.8562174
-8.748413,-3.8355112,14.968549
8.384495,-16.821661,-5.140351
11.705252,-16.294937,-8.669404
-25.445576,1.7836803,5.5737014
-3.098097,14.362816,14.539987
5.410896,2.0901382,-4.2760444
-7.85777,7.680599,18.854338
-3.0454245,3.3782187,2.8802247
3.016694,0.7182605,19.366697
0.89303726,-3.6415808,11.896789
-1.7166426,3.727772,11.101913
-5.4085016,1.5035586,3.7445314
-3.5889084,1.2258313,10.242394
-1.0295067,0.260968,8.590396
-3.572149,-4.213795,15.856798
-0.6823475,-3.0885203,12.998121
2.6408045,2.4732103,5.556942
0.04309563,2.554613,5.1810527
-1.1611878,3.6631286,9.799467
-1.8890251,-0.9792285,11.892
2.6192567,3.2944214,11.077971
-0.61770403,3.8402996,8.228871
1.5466543,2.6599581,10.13705
0.7757214,0.22744916,11.796232
0.9624691,-4.867412,12.51928
4.197036,1.9369092,5.085284
-2.4396915,2.6647465,0.011971008
-3.1172507,-1.5394717,18.468872
0.6368576,0.23942018,11.353305
-3.727772,1.1204864,3.0310593
4.1036615,0.79008657,9.947908
4.211401,1.3599066,15.916653
-5.60722,-0.107739076,7.117962
1.3144168,1.271321,6.9503675
-1.2234371,2.171541,12.7970085
-7.3645644,1.4772224,11.413159
4.819528,0.09816227,13.050794
1.5035586,2.1643584,8.683769
-0.021547815,-2.1092918,2.8203697
1.2090719,-0.37588966,9.349358
-4.0821137,0.17477672,8.925584
2.2649148,4.1132383,7.204153
-0.30645782,0.8882488,10.625467
-0.79008657,1.4820108,7.5465236
3.1316159,-3.289633,12.382812
-0.8451532,2.1452048,9.179369
-0.110133275,2.3463178,8.990228
0.28491,1.316811,10.563218
-0.35913026,1.1348516,8.616732
0.7254431,1.3479356,9.866506
0.20590134,3.2345665,10.522516
-1.6807296,5.6335564,6.2488666
-1.1923125,1.7597382,15.126566
-0.22505496,6.155493,11.633426
-3.0885203,3.2944214,6.8929067
-1.292869,2.3989902,11.164163
-1.2425907,3.8355112,8.702923
-1.1420342,-1.2234371,14.164097
-0.4285621,7.2951326,6.126762
-1.4317327,-0.9888053,11.537658
0.39504328,4.8243165,9.983821
-4.050989,1.4460979,10.429143
-1.067814,3.5482068,9.734824
0.533907,-1.8052281,10.903194
-1.4652514,1.364695,12.078748
1.7310078,3.9384618,6.811504
0.7182605,-1.1803415,10.536881
0.2705448,2.1284454,5.386954
-3.5553896,-4.927267,13.326127
0.36870706,5.106832,10.292673
0.07182605,1.3503298,8.255207
-1.4772224,2.3415294,12.603078
0.2873042,1.5107412,9.074024
3.6487634,1.2282255,12.617443
0.39743748,3.7565024,4.6279917
2.1643584,2.1499932,3.3662477
3.454833,2.5953147,11.554418
-1.2976574,-1.0295067,9.617508
1.3958195,5.518635,2.741361
-2.6479871,-2.4396915,10.817003
0.6392518,4.819528,11.6669445
-0.20829555,-0.32800564,4.220978
-2.4253263,3.2752678,10.6877165
-0.15322891,-1.1994951,12.289437
-1.9680338,3.0430303,9.593566
-1.1061212,1.6496049,5.8083334
-0.21547815,2.231396,14.398729
-2.4229321,2.4588451,8.956709
-2.0829554,1.292869,14.571112
-0.92895025,5.2840033,10.460267
-1.1899183,1.3982137,8.319851
-0.770933,-0.8595184,9.909601
1.4891934,0.81881696,7.819463
-0.62967503,-1.6160861,13.438654
-1.8339585,1.4772224,11.118672
-2.4779987,3.3806129,7.539341
-2.3175871,3.040636,9.11712
0.48123455,3.1172507,8.62152
0.09816227,1.4556746,15.710752
-0.81881696,2.3511062,9.445126
-1.958457,1.4867992,6.030994
-0.6392518,0.9959879,12.856863
1.4030021,6.459556,5.353435
-3.3686419,1.1659763,13.438654
-0.15083471,3.596091,5.959168
1.3479356,10.311827,-0.41180268
-3.335123,-0.22984336,13.998898
-2.5474305,3.3925838,25.421633
-3.6056678,6.5481415,2.5091233
0.49320555,7.2185183,3.7804444
1.3958195,-4.477157,21.722591
-4.7524905,1.1372458,6.5601125
5.5162406,0.79487497,4.3622355
2.2888567,-0.023942016,10.314221
-3.6942532,-6.567295,18.181568
-1.6448165,1.733402,18.16002
-3.466804,9.85214,-0.15322891
1.7860745,9.167398,-6.933608
2.267309,-10.936713,24.071304
-4.2042184,-0.011971008,13.266272
1.9177556,3.1747115,-0.6679823
4.357447,8.073248,5.073313
2.1978772,-2.7700913,8.889671
-1.6879122,0.1604115,17.721882
-4.1539397,-6.160281,8.48984
4.343082,0.8858546,5.9304376
0.878672,-5.6790466,5.2624555
-1.4269443,4.247314,13.311762
4.747702,-2.80361,12.433089
1.067814,11.159374,4.9799395
-3.1316159,2.207454,3.3446999
-1.2258313,-5.985504,23.240517
-1.2856863,2.7724855,13.852851
0.4309563,7.156269,1.5514427
0.34955344,2.6408045,13.5535755
-0.545878,-3.1962593,10.620679
0.61052144,3.4524388,4.1706996
-2.5234885,-1.2282255,8.317456
0.63206923,4.537012,11.9614315
-1.5729905,1.6591818,4.3622355
-0.8810662,1.6328455,3.53863
-0.021547815,5.3342814,8.238448
-1.1994951,9.404425,8.798691
-4.927267,-0.23702596,14.453795
1.1013328,1.1731589,14.140155
-3.5434184,-1.163582,20.010738
-3.0573955,7.1634517,6.459556
-0.81642276,3.2489316,2.4037786
-0.8738836,-0.46208093,12.452243
-0.34715924,3.4572272,5.533
1.2904748,-2.9592333,15.028404
0.272939,12.325351,10.338163
-0.58418524,3.6750996,2.4947581
1.1420342,13.36204,13.314156
-4.8099513,0.17238252,14.250289
1.0319009,3.6415808,5.161899
0.8619126,-3.8426938,15.86398
-1.1228806,2.6527755,6.457162
4.9105077,-2.5809495,2.8538885
-0.62728083,-11.164163,10.953473
0.61052144,0.521936,3.5290532
6.4882865,5.1930237,2.9400797
-2.906561,-3.1411927,12.152967
-3.122039,9.315839,16.136919
1.934515,3.0765493,3.7924154
-3.4811692,7.855376,5.554548
-1.6687586,0.6919243,19.740192
-0.18674773,1.6567876,20.673931
-3.0478187,8.485051,7.541735
1.8602947,-2.7150247,4.220978
-1.8555063,0.06943185,5.925649
-0.9576807,-2.1643584,16.766594
1.436521,15.212758,-7.81228
-8.875306,-3.8522706,22.773647
0.4237737,-1.9321208,22.31396
-6.363788,-0.7733272,5.245696
-0.33279404,2.9352913,9.021352
8.956709,4.5418005,4.548983
-5.195418,-3.6535518,13.022063
-0.5770026,3.5290532,12.660539
0.023942016,5.837064,2.135628
1.769315,-1.4939818,2.7485435
0.6751649,0.37828386,18.658014
-3.6703112,-1.9512744,15.528792
1.7860745,2.1883004,0.5363012
6.4882865,4.5633483,4.9440265
-4.8722005,-3.1483753,15.804126
1.8171991,6.6175733,12.37084
1.9871874,8.817844,-0.50757074
-1.1109096,-3.1004913,15.018827
0.25857377,-1.1851299,12.196063
0.521936,1.6998832,7.639898
0.63206923,8.516175,2.492364
-0.9648633,0.24181437,7.101202
-1.472434,-1.6400281,17.72667
-2.3056161,-0.1412579,12.136209
2.0278888,8.647857,1.4460979
2.4229321,-0.6392518,10.670957
-0.545878,-0.0023942017,20.173544
-1.4867992,6.05733,7.369353
-0.38307226,1.4269443,0.94570965
-0.28491,-1.9201498,15.239094
-2.4540567,-3.1842883,9.445126
-1.3263878,7.3406224,-0.9935937
1.1611878,2.1883004,5.568913
0.770933,-5.2145715,15.765819
-3.4332852,1.0247183,8.645462
-0.7230489,2.6431987,0.39743748
0.81881696,4.2880154,12.753913
-2.4851813,-2.3582888,9.179369
-2.4875755,2.3798366,1.9895816
3.2561142,1.0366893,14.791378
1.1540052,-3.0813377,8.726865
-2.1547816,-3.1387985,8.815451
5.511452,0.36391866,15.478514
0.89064306,7.16824,5.0900726
-4.4244847,1.5275006,-0.47644615
-1.6998832,1.0534488,11.848905
-4.19943,-4.4316673,17.614141
1.42455,4.7165775,9.291897
2.5929205,5.616797,-1.0965444
0.18195933,1.3479356,15.162479
2.3678656,3.454833,13.285425
2.1092918,6.3230867,5.4683566
-0.8499416,4.9703627,7.642292
1.1563994,-3.0550013,12.698846
-1.7501614,-4.189853,8.14268
0.8595184,1.769315,4.5394063
0.90740246,1.3192052,10.508151
-3.2249897,2.4349031,10.955867
-3.301604,0.17717093,12.021287
-0.6344634,6.469133,4.534618
0.18435353,3.1771057,13.376405
-2.1188686,1.0534488,9.11712
-1.4221559,1.5514427,7.2568254
0.80684596,-1.2976574,12.808979
0.4189853,5.0254292,7.299921
-2.0135236,-3.9073372,9.6845455
0.016759412,0.9696517,10.15381
0.5746084,5.437232,6.2512608
-3.2609026,0.80205756,16.83842
-2.2960393,3.6750996,13.737929
-2.6862943,-1.5490485,8.89446
0.90500826,1.4628572,2.480393
0.39504328,3.7445314,2.9831753
-2.837129,-1.7788919,11.506534
-0.557849,2.944868,6.0046577
-0.21787235,-1.1444284,11.391612
-0.5386954,-1.4317327,14.824897
-3.679888,2.0518308,9.9550905
-1.5897499,-0.038307227,7.1945763
2.920926,2.9520507,10.307038
0.007182605,-1.103727,14.638149
-2.7964275,1.1923125,7.1490865
1.2473791,2.7988217,4.3263226
-1.6759412,0.8379706,9.964667
-3.4284968,-0.78769237,14.539987
-0.78290397,4.1276035,9.849746
0.6679823,6.2129536,4.8698063
2.4851813,0.51954174,6.7923503
-0.9983821,0.8571242,7.48188
3.2010477,-1.2114661,14.331692
4.5537715,3.5218706,-1.1372458
-0.50278234,-4.036624,6.517017
-1.6950948,0.93134445,11.5616
0.92895025,-1.6950948,10.69011
2.4229321,4.781221,9.904813
-2.755726,2.6192567,6.8210807
-0.15083471,2.9376855,15.188815
1.3575124,4.27365,7.9463553
0.51235914,5.1547165,9.500193
-2.0231004,1.9632454,11.51611
-0.035913024,-3.1435869,14.02284
0.05267244,5.8083334,9.753978
-1.2473791,-0.51714754,9.667787
-0.45489833,6.9743094,13.220781
-2.717419,-0.45729253,17.415422
-3.1531637,8.817844,9.921572
-1.8794483,4.7429137,9.200917
-1.1731589,2.018312,21.258118
-1.5586253,6.531382,7.575254
-2.2720973,9.409213,1.7501614
0.23702596,0.5674258,12.543222
-0.10055647,-4.096479,20.38902
-4.831499,4.972757,1.6089035
0.6847417,0.8714894,13.254301
2.6767175,13.077129,15.820885
-4.4244847,-0.5363012,0.30166942
-2.8203697,6.469133,16.237476
5.8466406,3.9791632,7.6949644
-2.4396915,-2.2481554,-5.884948
-0.91219085,-1.2378023,16.7235
2.2744915,-4.7141833,26.52536
-1.7262194,13.113043,-8.300697
-0.23463176,1.8698715,-4.0462008
-0.90979666,8.00621,25.052927
-5.365406,-7.0485296,6.3829417
6.3111157,2.2864625,7.4363904
-1.472434,1.5275006,15.294161
-2.9640217,-1.9776106,12.181698
4.8937483,4.4484267,1.8722657
-2.4708161,-0.12210429,9.749189
3.5482068,7.651869,-3.442862
6.1890116,-7.8410106,1.520318
-5.595249,1.0271125,17.039534
-5.530606,-0.1316811,9.193734
6.232107,9.876082,8.075643
-2.1763294,1.3599066,10.745177
-3.3782187,5.0900726,11.604695
1.6496049,-0.6703765,2.2601264
0.22505496,-1.2521675,6.4044895
1.2904748,0.2753332,17.480066
-1.8387469,-7.941567,10.067618
-0.878672,1.0582372,7.225701
2.5498247,-4.584896,5.8226986
1.340753,2.042254,5.583278
-1.1875241,-7.3885064,4.4436383
-0.5291186,4.465186,5.686229
2.384625,-2.2888567,3.0358477
2.0901382,7.5201874,9.677363
-4.5920787,-3.086126,13.292608
-1.2330139,9.299079,10.283096
1.1444284,2.0087352,-1.9177556
-0.49081135,1.2378023,11.547235
0.17238252,-3.0238767,9.275137
0.35194764,4.1635165,9.639056
-0.60333884,1.0773908,6.9982514
-1.2258313,-2.554613,15.749059
0.9648633,-8.815451,12.334928
0.7134721,5.3438582,0.878672
1.1611878,6.8809357,2.6719291
-0.9816227,-1.9009962,15.897499
-3.8283286,2.135628,8.760384
-1.8794483,2.3391352,9.768343
-1.6807296,-0.272939,3.095703
-1.2569559,-4.2760444,13.153744
0.5315128,0.8451532,13.93186
2.6910827,3.8474822,-0.47644615
-0.48362875,2.873042,9.785102
-2.6072857,-4.4723687,13.074736
2.27928,2.753332,9.998186
0.60094464,3.6152446,7.6973586
1.6400281,7.965509,3.2130187
0.85473,-2.5594015,3.881001
-0.5291186,0.19393034,16.172832
-0.8283938,3.7493198,8.7125
1.376666,1.5897499,2.3558946
-0.8810662,0.06464344,7.1083846
-1.8435353,-1.4508862,15.890317
3.229778,4.72376,19.761742
1.0103531,5.3845596,1.910573
0.78290397,6.2225304,-0.12689269
-0.60094464,-12.181698,27.38009
-2.3343468,9.397242,-5.2887917
-0.6967127,2.4947581,16.2686
5.142745,6.5577183,24.90688
-2.9616275,8.4587145,5.571307
-5.887342,2.4995465,15.289372
5.231331,5.085284,5.329493
2.1571758,2.837129,11.750742
-2.5187001,-3.311181,4.876989
0.5746084,-3.1890767,4.3263226
6.2249246,-1.0845734,11.482592
0.58897364,-3.4979286,1.3790601
-4.996699,2.6168625,10.2495775
-3.7900212,0.17717093,8.7292595
6.337452,10.721235,5.2720323
-2.360683,0.7206547,15.337256
-3.1986535,0.47644615,17.152061
3.107674,-1.0941502,8.578424
-2.4396915,3.4763808,4.0294414
-0.9983821,0.7374141,9.0476885
-1.9512744,3.083732,14.116213
-2.60968,2.6623523,7.723695
4.6902413,1.2042835,8.726865
-0.63206923,0.7182605,6.505046
-0.5243302,0.1412579,5.011064
2.0566192,-0.35913026,10.821792
-1.99437,0.8882488,4.8123455
1.484405,1.4413095,8.200141
-1.151611,-0.6440403,9.378088
-0.23942018,1.1659763,11.829751
1.9991584,2.2170308,10.024523
-0.6991069,4.1299977,2.9783869
-1.1540052,1.0821792,6.019023
2.5570073,2.0087352,16.555904
0.93134445,-3.4021606,10.084377
-0.7469909,0.17717093,12.241553
0.31124622,1.283292,5.839458
-0.062249243,5.1930237,10.34774
-0.7613561,2.5450363,10.522516
-0.91937345,5.3821654,5.1690817
-0.49799395,-0.2825158,6.5577183
0.04070143,3.763685,8.985439
-0.49320555,1.2880806,11.812991
0.51475334,1.2521675,11.880029
-1.9393034,-2.6192567,7.2472486
-1.5227122,-3.2465374,8.698134
0.05746084,-0.6943185,9.540894
-1.1779473,-0.20111294,7.3047094
-0.49320555,2.896984,5.7843914
-1.8842367,-1.2186487,10.699687
-0.02633622,4.903325,9.55047
-2.1284454,-1.5514427,10.414778
-3.2106245,3.8139634,12.361263
-0.19871874,5.068525,6.0262055
-2.4420857,5.032612,10.888829
0.6584055,-1.6065093,14.310143
-1.4867992,9.109938,22.155943
5.671864,-2.3774424,8.746018
-12.0332575,0.9648633,15.346833
16.694769,-15.873557,-10.395624
-6.033388,36.710293,42.829876
-21.768082,-8.09719,-10.21127
15.31092,6.576872,5.29358
-1.2449849,-2.6360161,1.4293385
-12.785037,-4.7620673,16.800114
10.081984,-4.072537,2.6312277
3.0765493,-2.4612393,4.757279
0.47165772,3.7732618,10.740389
3.9001546,-1.1061212,17.472883
-3.9839516,4.003105,11.11149
2.0231004,-3.4165258,12.682086
-1.5394717,1.328782,8.66701
-3.763685,0.61052144,0.095768064
3.4332852,2.4660277,9.028535
1.697489,5.98311,7.6710224
-1.2138603,0.6536171,14.013263
-1.8148049,3.5817258,11.046846
-1.8483237,1.661576,11.860875
0.29209262,5.341464,12.196063
-1.9752164,2.27928,10.953473
-1.0295067,2.540248,13.723564
1.4221559,4.9416323,10.977415
-0.7206547,4.5202527,11.827356
0.39983168,2.3702598,15.768212
-3.0693667,3.1986535,12.662932
-3.1148565,5.092467,5.9280434
-0.7350199,0.29927522,11.808203
-4.3885717,-1.4628572,15.325285
1.3072342,0.33518824,9.232041
2.6120741,3.4500446,0.8499416
-0.019153614,3.560178,4.417302
2.4301147,3.6152446,9.794679
-2.0925324,-1.1252748,12.277467
1.2066777,0.92176765,7.7907324
0.110133275,1.8483237,3.2680852
-2.1691468,2.7964275,13.050794
0.6440403,2.9352913,13.005303
-1.9321208,2.8107927,10.151415
-1.2090719,1.7884687,8.3390045
-0.33758244,-1.8866309,10.247183
-0.80205756,0.7398083,8.394072
0.47884035,-0.5793968,9.181764
-0.7637503,0.47165772,10.536881
-0.61530983,1.0079589,9.595961
1.2904748,1.1204864,8.197746
-1.0175357,2.5881321,9.775525
-1.0510546,3.620033,9.651027
0.4213795,-1.13964,7.6949644
-1.2952632,2.5306711,13.850457
-1.2186487,3.0765493,10.522516
-0.19153613,4.6112323,6.4882865
0.24660277,2.3104045,10.455479
-2.4875755,-0.94810385,12.152967
-0.47644615,-1.3862427,5.7125654
0.7350199,-2.6862943,5.961562
-1.6041151,-1.0007763,6.117185
-1.2162545,-0.272939,6.919243
-0.2896984,-1.5682021,12.588713
-0.46686932,3.8618474,4.189853
0.05267244,3.1507695,1.8028339
1.8818425,-2.0135236,17.520767
-2.717419,3.0909145,14.645331
-1.8243817,6.203377,10.457873
1.0295067,11.08276,8.523358
-5.0757074,4.1826706,13.266272
-2.171541,3.1124623,15.267824
1.1252748,6.0860605,11.51611
1.4413095,7.3310456,8.219295
-1.1372458,3.2321723,12.801797
-1.2497733,-0.82360536,15.665261
2.1499932,7.836222,9.129091
3.1651347,6.8306575,8.180987
-1.4915876,2.4157495,9.536105
-1.2952632,-2.0254946,12.5982895
2.873042,2.0733786,11.449073
1.13964,3.86903,4.405331
-2.4013844,-2.0326772,9.354146
-0.62009823,-1.4077905,13.318944
2.645593,1.8100165,7.699753
1.1348516,2.9496565,9.193734
-1.0726024,4.2401314,6.493075
-0.34237084,1.99437,11.255142
-0.17956513,7.955932,14.075512
-0.074220255,6.615179,10.038888
-3.3423057,2.6599581,13.666103
-2.7365725,1.9488802,10.457873
0.63206923,4.8482585,12.593501
-2.3247697,5.9400144,14.147338
-3.6535518,6.021417,8.930372
-1.0342951,1.2593501,13.077129
-0.6967127,2.2050598,13.972561
-1.4987702,0.8451532,12.258312
-2.1883004,1.0869676,7.9008656
0.32321724,-3.9911342,8.599973
2.705448,2.4277205,8.573636
-5.705383,-4.8602295,5.631162
-1.4676456,2.4157495,5.523423
1.328782,1.316811,6.4044895
-1.9249382,1.388637,9.92636
-0.1316811,-3.0310593,13.682862
0.6344634,1.283292,11.518504
-0.1604115,3.3423057,6.3949127
-4.3023806,-2.3750482,15.140931
1.6639702,-4.4077253,1.4269443
2.1811178,7.1993647,15.313314
6.1004257,15.275007,3.7062242
2.2266076,-2.528277,6.8091097
-10.352529,-11.580753,1.2354081
15.940595,19.110518,35.259407
-9.3733,-3.5577838,0.94092125
-7.505822,-0.9528923,19.701885
7.00304,-4.1706996,8.259995
-1.3479356,0.2873042,8.961497
2.7844565,3.7948096,4.4220905
1.3096284,1.448492,5.602432
-1.8890251,-0.40222588,14.726735
2.3295584,3.6727054,14.781801
-3.8953662,3.2704794,7.860164
-3.0621839,1.4796166,14.987702
2.054225,3.1387985,9.097966
-2.006341,-0.90500826,7.989451
0.12928689,0.6967127,9.876082
0.46926352,6.105214,8.195353
-0.17717093,6.0956373,7.275979
0.19393034,3.9336734,13.460202
-2.5570073,5.5162406,12.70124
-3.2082303,2.779668,9.078813
0.06464344,0.30885202,13.608643
-0.92655605,-0.08140286,6.6103907
-1.99437,1.7070658,8.346188
2.0949266,-0.30406362,10.019734
1.9416976,0.40940848,9.076419
0.46208093,-1.958457,8.554482
0.56982,1.5059528,5.590461
1.3503298,-0.011971008,4.3047748
1.1085154,-0.93134445,9.485827
0.2825158,0.85473,5.391742
0.39504328,-1.8555063,4.8338933
-0.45968673,-0.93613285,9.397242
-1.3072342,-4.6495395,5.1355624
-0.89782566,0.85473,8.441956
0.1436521,5.0876784,6.303933
2.4229321,1.6017209,10.237606
-2.1499932,2.1021092,7.881712
-1.6184803,2.2409728,8.075643
0.94570965,2.8874073,9.698911
-1.6950948,4.663905,10.752359
1.4820108,6.909666,9.346964
0.035913024,5.422867,9.105149
-0.58418524,1.2186487,13.883976
-1.8267759,-0.055066638,11.451467
-1.9416976,1.7429788,7.7189064
-1.4939818,0.9864111,13.187263
-0.49320555,0.61530983,8.506598
0.22505496,2.4947581,7.16824
-0.22266077,-1.4053963,9.514558
2.1452048,0.61530983,7.8793178
0.20111294,0.4237737,6.131551
-1.0534488,1.4556746,9.832987
-0.20350714,3.229778,8.420407
-1.922544,2.44448,12.548011
-1.4700398,0.21547815,8.274361
0.2633622,3.0765493,13.012486
0.92416185,2.966416,10.584765
-0.90261406,9.090784,9.995792
-0.63206923,1.8507179,9.129091
-0.9983821,3.4045548,9.473856
