AccX,AccY,AccZ,Accident,Pitch,Roll,GyroX,GyroY,GyroZ
-0.50757074,0.92176765,9.588778,0,5.483331575355043,3.016178800234437,-0.009162978,0.01282817,-0.004886922
-0.60573304,0.82360536,9.473856,0,4.958417002682769,3.6446501312497057,0.03176499,0.03604105,-0.016493361
-0.260968,0.94570965,9.646238,1,5.597304605797445,1.5423034082756588,0.016493361,0.04153884,0.009773844
-0.5243302,1.0773908,9.519346,1,6.4475152891167316,3.1327333399470247,-0.019547688,0.021991149,0.01282817
-0.49559975,1.1540052,9.471462,0,6.9372940118661965,2.9733546608067885,0.005497787,0.040927973,-0.030543262
-0.21787235,0.9624691,9.679757,1,5.676891322226171,1.2830730876430414,0.026267206,0.022602014,-0.037873644
-0.50278234,0.92176765,9.576807,1,5.490268332176252,2.9914698429164197,0.007941248,0.055588737,-0.017104227
-0.48123455,1.0462662,9.560047,1,6.237845588020884,2.864652181496092,-0.01038471,0.014660766,-0.0067195175
-0.8834604,1.0749966,9.440337,1,6.468419413046719,5.3122393666045165,-0.0012217305,0.018936822,-0.028099801
-0.31364042,0.93613285,9.634268,0,5.54691602819199,1.8558524988144915,0.018936822,0.05131268,-0.014049901
-0.770933,0.91937345,9.516952,0,5.49996117825699,4.609839246410934,-0.0030543262,-0.007941248,0.015882496
-0.6488287,0.9840169,9.32781,1,6.007610120337716,3.9571132533186466,-0.01038471,0.04886922,-0.019547688
-0.05746084,0.93613285,9.552865,1,5.5967285439153205,0.3429892076349246,0.019547688,0.03176499,-0.036651913
-0.5530606,0.8451532,9.581595,1,5.0324465697896175,3.290763755644356,0.009162978,0.030543262,-0.0842994
-0.50517654,1.0055647,9.375694,1,6.1129028352608,3.06664704800733,0.015882496,0.015271631,-0.16126843
-0.25857377,1.1013328,9.512163,0,6.601969218226485,1.546787638258798,0.02443461,0.053145275,-0.16249016
-0.16519992,1.1779473,9.622296,1,6.9783201224015965,0.9762962662969953,0.009162978,0.047647487,-0.09407325
-0.8714894,1.2186487,9.866506,1,7.014117916371325,5.009851792573512,-0.02443461,0.01160644,-0.12217305
-0.46926352,1.2018893,9.41879,0,7.2630434002509086,2.829330869398123,0.02443461,0.111177474,-0.10629055
-0.7038953,1.2378023,10.335769,0,6.8135324828401,3.868432561637907,0.0012217305,-0.103847094,0.062308256
-2.3918076,1.2210429,9.579201,0,7.050048820310566,13.91125727666564,0.0067195175,0.08368854,0.10934488
-0.11731588,1.1061212,10.0508585,1,6.27984108854631,0.6647259045069364,0.002443461,0.050701816,0.15088372
-1.4053963,1.2401965,9.354146,1,7.469502050586674,8.47134833719716,0.0,-0.06963864,0.096516706
-1.7238252,2.6743233,9.9790325,0,14.793122969168804,9.472916232185666,0.017104227,-0.18509217,-0.013439035
-0.18674773,1.3599066,11.188105,0,6.9293110628919665,0.9492857739950856,-0.01282817,0.2773328,0.13805555
-0.11971009,1.4772224,9.421184,0,8.91059620425184,0.7192021377100041,-0.0036651916,-0.17104226,0.2950479
-3.1435869,1.3575124,9.866506,1,7.468588866619087,17.51769642546235,-0.0036651916,-0.02443461,-0.03848451
2.837129,0.81163436,9.80665,0,4.545646377479034,-16.083374722262345,0.02443461,0.21991149,-0.07574729
-1.3503298,0.5243302,9.830592,0,3.0247202352883233,7.810237918873505,-0.017104227,-0.21563543,0.267559
-2.4516625,0.61530983,9.018958,0,3.7666317305258006,15.173847752396817,0.040317107,0.15821409,-0.15210545
2.291251,1.0031705,9.840169,0,5.670333252511556,-13.042306375145596,0.015271631,-0.07391469,-0.10567969
-1.2569559,1.0127473,9.232041,0,6.2034868003321435,7.707554455771184,-0.032986723,0.022602014,0.10323623
-1.1540052,0.8690952,9.337387,0,5.277669265667712,7.015424782081721,-0.005497787,0.06658431,0.06291912
-0.24660277,0.878672,9.636662,0,5.208134466374495,1.4598294019136027,0.025045475,-0.053145275,-0.07941248
-0.93613285,0.8643068,9.478644,1,5.184999892488673,5.617218443678573,0.027488936,0.0030543262,-0.086132
-0.46926352,0.91219085,9.576807,0,5.434526761163218,2.7926299533141394,0.004886922,-0.002443461,0.052534413
-0.9888053,1.1085154,9.452309,0,6.65281024888453,5.931628193981944,-0.018936822,0.002443461,0.069027774
-0.5267244,1.1109096,9.387665,0,6.738333143922608,3.1891862266757953,0.002443461,-0.0018325958,-0.0421497
-0.17956513,1.0127473,9.55047,0,6.052054430543104,1.0711274215342752,0.021380283,0.0,-0.047647487
-0.63206923,0.9816227,9.562442,1,5.8484358377810715,3.7619883885241285,-0.010995574,-0.023823744,0.020158553
-1.13964,1.0295067,9.174581,1,6.354114394455482,7.037126993313708,0.004276057,-0.031154128,-0.028099801
-0.20829555,1.0821792,9.531317,1,6.476050905297597,1.2439418306699377,0.034208454,0.0067195175,-0.0842994
-0.35913026,1.0989386,9.557653,1,6.5544782321624995,2.137813467871841,0.034208454,0.0067195175,-0.0842994
-0.9672575,1.2042835,9.3182335,1,7.325129144377855,5.877693252283605,0.034208454,0.0067195175,-0.0842994
-0.47644615,1.0654198,9.67018,1,6.2796939919498564,2.8037225736560885,0.034208454,0.0067195175,-0.0842994
-0.2825158,0.93852705,9.576807,1,5.594695201311491,1.6816839166969422,0.034208454,0.0067195175,-0.0842994
-0.5482722,0.90021986,9.560047,0,5.370609876327536,3.26791370702165,0.0036651916,-0.00061086525,-0.004886922
-0.7158663,0.9624691,9.531317,0,5.750075696466043,4.2735834942336925,0.01160644,-0.04337143,-0.05497787
-0.5626374,1.0749966,9.481039,1,6.457524805526094,3.3745734430048326,0.00061086525,-0.028099801,-0.010995574
-0.92416185,1.0702082,9.579201,0,6.345547593972012,5.476741408313218,-0.0018325958,-0.02321288,0.007330383
-0.6799533,1.0486604,9.502586,0,6.2814782107404925,4.068185205966404,0.007941248,-0.023823744,0.008552114
-0.2801216,1.0342951,9.617508,1,6.135583478017548,1.6587781736607463,0.015882496,-0.0061086523,0.035430185
-0.25378537,1.0726024,9.737218,0,6.28395116939415,1.4840145545552013,-0.014049901,-0.0067195175,0.036651913
-0.34476504,1.0271125,9.564836,1,6.125228085892707,2.0525455771960113,0.0012217305,0.0061086523,0.009773844
-0.31364042,1.0630256,9.540894,1,6.354145631390721,1.8712511551634115,0.03604105,-0.050701816,-0.016493361
-0.56982,0.8882488,9.476251,0,5.345328640349207,3.426148206656248,-0.0030543262,-0.004886922,-0.049480084
-0.7110779,1.0893618,9.516952,0,6.511969443442722,4.245408254356164,-0.017104227,-0.023823744,-0.04337143
-0.3878607,1.2114661,9.299079,0,7.416202972951989,2.368407536848339,0.004276057,-0.017715093,-0.056199603
-0.6560113,1.1085154,9.497798,0,6.64135648743221,3.924579017319854,0.00061086525,0.007941248,-0.064751714
-0.16280572,1.0127473,9.631873,1,6.001482723124281,0.9630595245073474,0.0067195175,-0.021991149,-0.03359759
-0.44771573,0.9576807,9.5385,0,5.727111228373658,2.6739387433766195,0.0061086523,0.004886922,-0.02565634
-0.6799533,1.0295067,9.583989,0,6.1159142936826285,4.035016399957007,0.012217305,-0.02565634,-0.034208454
-0.51954174,1.0821792,9.449914,1,6.523136607688524,3.1264728724116853,-0.0012217305,-0.029321533,-0.03359759
-0.7613561,1.2976574,9.454702,0,7.790109441637945,4.5613279744434685,-0.021380283,-0.03481932,-0.018936822
-0.6991069,1.316811,9.548077,0,7.831636935040521,4.148575777975048,-0.009162978,-0.03604105,-0.002443461
-0.6679823,1.1133038,9.555259,0,6.629655435190086,3.972104089610236,-0.0067195175,-0.0030543262,0.029321533
-0.36631286,0.89303726,9.624691,0,5.297258841404466,2.1702948983634696,0.009162978,-0.03604105,0.04337143
-0.5554548,0.6464345,9.483433,0,3.8928611920322695,3.3443025344812494,0.030543262,-0.005497787,0.022602014
-0.47405192,0.7398083,9.629479,1,4.387965281277515,2.8100846302728884,0.004886922,-0.045814894,0.04520403
-0.2777274,1.043872,9.667787,0,6.160072074469013,1.6359848788780944,-0.036651913,-0.009773844,0.04642576
-0.5793968,1.1851299,9.43076,0,7.149269338275211,3.4882899118955577,0.0012217305,0.0061086523,0.03726278
0.033518825,0.9624691,9.464279,1,5.806691032258078,-0.20187749820686188,0.023823744,-0.031154128,0.032375857
-0.30645782,0.7517793,9.622296,0,4.46512571216564,1.8186422535356328,0.0012217305,0.0012217305,0.0036651916
-0.35194764,0.8355764,9.524135,0,5.010463327442848,2.108211159115004,-0.007330383,-0.02321288,-0.014660766
-0.23942018,1.0821792,9.3421755,1,6.605431058277145,1.4583009747487288,0.0036651916,-0.0067195175,-0.02321288
-0.2825158,1.091756,9.473856,0,6.5708055046310765,1.6968633241896671,-0.01160644,0.015882496,-0.014660766
-0.1412579,1.0127473,9.488221,1,6.091860836595994,0.8481231615821053,0.008552114,0.036651913,-0.01282817
-0.16998832,0.92416185,9.540894,0,5.531721951856518,1.0159661544035024,0.015271631,-0.029321533,0.002443461
-0.46447513,0.90500826,9.909601,1,5.212451578274627,2.672453843813,0.0061086523,-0.02076942,-0.06047566
-0.81402856,1.1133038,9.394848,0,6.733126300759885,4.917858795464671,0.027488936,0.007941248,-0.070249505
-0.1364695,1.1109096,9.718064,0,6.520757321772997,0.7993391311533696,0.017715093,0.018936822,0.031154128
-0.019153614,1.115698,9.61272,1,6.620385821108222,0.11340203157643608,-0.008552114,0.043982297,0.10262536
-0.2777274,1.0941502,9.512163,1,6.558920571764555,1.6614454004078656,0.015271631,-0.016493361,0.065973446
-0.46926352,1.1611878,9.43076,0,7.010780394536082,2.827305182162035,0.0061086523,0.007941248,0.0720821
-0.36870706,1.0965444,9.7324295,0,6.4237864995859,2.155949528101854,-0.03176499,-0.016493361,0.12767084
-0.58418524,1.0821792,9.3421755,1,6.594813386192327,3.5544560371038765,0.004886922,0.00061086525,0.032986723
-0.79487497,0.91697925,9.155427,1,5.69820052294,4.937402452632184,0.044593163,0.034208454,-0.064751714
0.23223756,0.92655605,9.873688,1,5.359515746509734,-1.3415055326463619,-0.0030543262,0.04337143,0.04886922
0.22744916,1.1013328,9.80665,0,6.406027534263356,-1.3203461382363006,-0.043982297,0.01160644,0.10262536
-0.7038953,1.1947067,9.361329,1,7.252602918393041,4.265613786147939,0.01160644,0.04337143,-0.02565634
-0.4237737,1.0007763,9.40203,0,6.069716660852087,2.5662443290840495,0.042760566,-0.0018325958,-0.073303826
0.090979666,0.8810662,9.694122,1,5.192925807278379,-0.5355000213913752,-0.008552114,-0.0012217305,-0.018325957
-0.5793968,0.9744401,9.586384,1,5.793586062800793,3.441035672836588,-0.05497787,0.07452556,-0.02443461
-0.10055647,1.0726024,9.471462,0,6.460614019013337,0.6044110589412078,0.022602014,0.018936822,-0.07941248
0.076614454,0.80924016,9.43076,1,4.904294845601713,-0.4637502368469419,0.058643065,0.028710667,-0.13439035
-0.35194764,0.6751649,9.885659,0,3.904619842043608,2.0342390716985204,-0.02443461,0.080634214,-0.100792766
0.02633622,0.89782566,9.545682,0,5.373166088837428,-0.15738215198654595,0.010995574,0.042760566,-0.07513642
-0.51475334,1.0127473,9.291897,1,6.210809777775604,3.152205799317382,0.036651913,0.062308256,-0.12889257
-0.60333884,0.9888053,9.665392,0,5.829979111218798,3.553417747660122,0.009162978,0.015271631,-0.12889257
-0.46926352,1.079785,9.399636,0,6.545058323270525,2.8393953214474386,-0.01282817,0.035430185,-0.08552113
-0.92895025,1.1779473,9.49301,0,7.040146465773142,5.546684657609441,0.0030543262,0.059253927,-0.0720821
-0.5626374,1.0965444,9.593566,1,6.509519631976633,3.334738926115041,0.040927973,0.040927973,-0.057421334
-0.40462008,1.0223241,9.765948,1,5.9710151297711125,2.3596271256381773,0.0,0.02443461,-0.01160644
-0.79248077,1.0869676,9.856929,1,6.272757425070234,4.5690204265872305,-0.015882496,0.05497787,0.027488936
-0.6895301,1.1827357,9.476251,1,7.095758202535094,4.1298066575912555,0.018325957,0.02443461,0.032375857
-0.6464345,0.9864111,9.52174,0,5.90100965431707,3.8632602756166228,0.040317107,0.02565634,-0.005497787
-0.82121116,0.93373865,9.464279,1,5.6135672066323234,4.93526613756759,-0.007330383,0.020158553,-0.01282817
-0.5770026,1.115698,9.540894,0,6.657736778189126,3.437482805406116,-0.019547688,0.021991149,0.008552114
-0.6655881,1.1827357,9.368511,0,7.177388198339725,4.031868146920576,0.021380283,0.03359759,-0.0012217305
-0.48602295,1.0175357,9.548077,1,6.075228120257111,2.8976155130580366,0.0036651916,0.023823744,-0.021991149
-0.46208093,0.9624691,9.64145,0,5.6942393720639455,2.7303366148476935,-0.01160644,0.04520403,-0.027488936
-0.5363012,0.9792285,9.476251,0,5.890360977299499,3.2220351354672543,0.015882496,0.014660766,-0.025045475
-0.5626374,0.8834604,9.514558,1,5.295706597029985,3.3697470078174563,0.017715093,0.020158553,-0.06047566
-0.7182605,0.93852705,9.531317,0,5.60785737110071,4.288882871190835,-0.004886922,0.02443461,-0.06841691
-0.37349546,1.055843,9.488221,1,6.344839255311738,2.2404192663792224,0.0030543262,0.025045475,-0.04642576
-0.5793968,1.0989386,9.387665,0,6.664203057948486,3.507862511295008,0.0067195175,0.039095376,-0.053145275
-0.5602432,1.0749966,9.569624,0,6.39854418115748,3.3295999331558415,0.0018325958,0.03481932,-0.06047566
-0.49320555,1.0271125,9.507375,1,6.157718534863456,2.9524709333070387,0.01038471,0.017715093,-0.03726278
-0.7661445,1.0103531,9.598354,0,5.990093382531759,4.538726103959916,0.010995574,0.015882496,-0.032986723
-0.94810385,1.043872,9.615114,1,6.166417846130903,5.598791044891429,-0.0018325958,0.01160644,-0.045814894
-0.80205756,1.1180922,9.483433,0,6.7004017053065015,4.8011667047164615,-0.002443461,0.01038471,-0.04153884
-0.7086837,1.0773908,9.452309,1,6.484565985615718,4.260227600552285,0.017104227,0.028099801,-0.021380283
-0.5602432,0.9768343,9.528923,1,5.843070940376756,3.3472710160817383,0.0,0.015882496,-0.0018325958
-0.59615624,1.0103531,9.636662,0,5.973955120924531,3.5207488507688844,-0.015882496,0.015882496,0.0
-0.7398083,1.079785,9.461885,1,6.490757225409307,4.442046583672629,0.010995574,0.02076942,-0.012217305
-0.6584055,1.0151415,9.478644,0,6.098365382346082,3.950974626585339,0.014660766,0.017104227,-0.019547688
-0.6584055,0.9528923,9.583989,1,5.664732800836597,3.9107365855421756,-0.0012217305,0.012217305,-0.014660766
-0.6919243,0.9672575,9.543288,1,5.772385782109825,4.1258391296377965,0.0030543262,0.01038471,0.0018325958
-0.7565677,1.0031705,9.526528,1,5.992524988079288,4.515860942924611,0.016493361,0.0067195175,0.002443461
-0.8619126,0.9864111,9.55047,0,5.873129241078464,5.129728443756398,0.004276057,0.01038471,-0.009162978
-0.7374141,1.0414777,9.509769,1,6.231373811636883,4.407752757837893,-0.0067195175,-0.0012217305,0.012217305
-0.78769237,1.1444284,9.481039,0,6.859300998319032,4.715201987385147,0.0067195175,-0.0018325958,0.021380283
-0.8595184,1.0845734,9.560047,1,6.4466667046769155,5.104926225759765,0.009773844,-0.009162978,0.007330383
-0.7517793,1.0295067,9.600749,1,6.102010991067144,4.451946873001409,-0.007330383,0.0018325958,0.01160644
-0.60094464,1.043872,9.576807,1,6.208566128359841,3.5695154188432854,0.009162978,-0.0036651916,0.03176499
-0.6607997,0.92895025,9.516952,0,5.561677313870464,3.9531706000384115,0.018325957,0.0018325958,0.017715093
-0.7302315,0.90021986,9.600749,1,5.341372007503273,4.330610693657432,-0.0012217305,-0.009162978,-0.004276057
-0.60333884,1.0223241,9.514558,0,6.120611159890192,3.6076814102603643,-0.0061086523,-0.004276057,0.01038471
-0.641646,1.067814,9.411607,0,6.458071584397841,3.8753769401783633,0.007330383,-0.0061086523,0.015271631
-0.6679823,0.9911995,9.481039,0,5.953680129629839,4.008315077690686,0.010995574,0.002443461,-0.013439035
-0.58418524,1.0007763,9.478644,0,6.0157555069662445,3.507331225708143,-0.021380283,0.007941248,-0.01282817
-0.46208093,1.103727,9.500193,0,6.619126269145679,2.7660453605210646,0.004886922,-0.01160644,0.01038471
-0.81163436,1.0247183,9.351752,1,6.230003930111083,4.930879070897414,0.012217305,-0.0018325958,-0.01160644
-0.93852705,0.90021986,9.768343,0,5.24132645188291,5.465026257160728,-0.012217305,-0.020158553,-0.021380283
-0.7445967,0.9552865,9.583989,1,5.675180169536539,4.420666120546324,0.02076942,-0.017715093,0.014049901
-0.7469909,0.9792285,9.368511,1,5.948339019532814,4.534192385026879,0.018325957,0.002443461,0.06047566
-0.533907,1.067814,9.665392,0,6.2948424939766605,3.1426688106788885,-0.014049901,0.018325957,0.076358154
-0.45250413,1.13964,9.677363,1,6.709152891542621,2.6587989269292938,-0.005497787,0.0012217305,0.06780604
-0.6344634,1.103727,9.624691,1,6.527863717862482,3.7470166446269144,0.03481932,-0.034208454,0.050701816
-0.94331545,0.9648633,9.514558,0,5.762460635759609,5.633349144763825,0.009773844,-0.015882496,0.03481932
-1.0103531,1.0702082,9.579201,1,6.339889710539909,5.9839756880141035,-0.009162978,-0.08857546,0.028710667
-0.9935937,1.1540052,9.586384,0,6.82798494009927,5.875252611097391,0.002443461,-0.0018325958,0.028099801
-0.8475474,1.2090719,9.624691,1,7.132781030757043,4.993422557550064,0.02443461,-0.04642576,0.061086524
-0.15322891,1.0175357,9.696517,0,5.989852113502319,0.900396223556174,-0.018325957,-0.039095376,0.0720821
-0.6967127,1.1420342,9.694122,1,6.701740393856964,4.082620800859688,-0.025045475,0.040317107,0.040317107
-0.007182605,1.0534488,9.32781,0,6.443472096379746,0.04384021987530204,0.027488936,-0.018325957,0.018936822
-0.44532153,0.8403648,9.603143,1,4.995834790799016,2.6449515601181024,0.040317107,-0.05375614,-0.03176499
-0.9792285,0.770933,9.7084875,0,4.5173997733717135,5.741600871455279,-0.02443461,-0.007330383,-0.018936822
-0.320823,1.1013328,9.619903,0,6.527464337435183,1.8977149300979026,-0.0018325958,-0.004886922,0.07574729
-0.23942018,1.0893618,9.363723,0,6.633727374944044,1.4548632493775895,0.03604105,-0.020158553,0.030543262
-0.6895301,0.9744401,9.610326,0,5.77498016290516,4.083011732836736,-0.01160644,-0.0061086523,-0.039095376
-0.11971009,1.1204864,9.497798,0,6.727742673524246,0.7171440995583365,-0.03176499,0.008552114,0.0061086523
-0.23942018,1.1683705,9.25359,1,7.193779626076466,1.4704265321648569,0.022602014,0.0061086523,0.01038471
-0.7038953,0.8714894,9.557653,0,5.195962750823951,4.194735507311666,0.014049901,0.009162978,-0.06841691
-0.47165772,0.842759,9.516952,0,5.05436793806488,2.8262014028003812,-0.015882496,-0.05375614,-0.073303826
-0.50996494,1.0223241,9.56723,0,6.090720946064368,3.0339270956227242,-0.01160644,0.07391469,0.014049901
-0.40222588,0.9911995,9.387665,0,6.021776708361883,2.4398606254215576,0.034208454,-0.02321288,0.050701816
-0.59376204,0.90979666,9.730036,0,5.3319878096090845,3.4769367356110754,-0.019547688,0.004276057,-0.03604105
-0.94570965,1.1180922,9.545682,1,6.648397802091355,5.619772598476587,-0.005497787,-0.0036651916,0.01282817
-0.25378537,1.1755531,9.481039,1,7.06552011974552,1.5216621814834401,0.014660766,-0.017715093,0.105068825
-0.9888053,1.0079589,9.605537,0,5.959157715520982,5.845521241319531,0.002443461,-0.007330383,0.047647487
-0.7661445,1.0342951,9.52174,0,6.179607241532171,4.573472380310879,-0.01160644,0.004886922,0.012217305
-0.110133275,1.1444284,9.481039,0,6.882247012415427,0.6607314069937745,0.007330383,-0.009162978,0.100792766
-0.4333505,0.9816227,9.619903,1,5.820479657785935,2.565969195028313,-0.0030543262,0.01038471,0.10323623
-0.8283938,0.91219085,9.569624,1,5.4249013299074145,4.925256871572558,-0.0067195175,-0.0036651916,0.013439035
-0.4141969,0.92895025,9.533711,0,5.560033134658653,2.4759684774188484,0.018325957,-0.028099801,-0.0018325958
-0.50517654,0.94331545,9.572019,1,5.620511530653794,3.0065237535151472,0.01160644,0.009773844,0.04153884
-0.50996494,0.90261406,9.617508,1,5.354091488872379,3.0219908612874686,-0.007330383,-0.007330383,0.032986723
-0.35913026,0.9911995,9.488221,0,5.9596102313914106,2.1558963371398656,0.0030543262,0.0012217305,-0.025045475
-0.37828386,1.103727,9.449914,0,6.65654117919973,2.2768879692231843,0.007330383,0.01038471,-0.021380283
-0.18195933,1.0223241,9.583989,1,6.08762812063084,1.081539068094469,0.0012217305,0.0061086523,0.015882496
-0.545878,0.93613285,9.545682,0,5.591935989599557,3.257351199847708,0.0067195175,0.008552114,-0.00061086525
-0.5410896,0.94570965,9.555259,1,5.643326873674306,3.225325444171587,0.004886922,-0.009773844,-0.020158553
-0.50757074,1.0031705,9.574412,1,5.973082912447591,3.0181046139812295,0.0,0.012217305,-0.010995574
-0.45010993,1.0654198,9.471462,1,6.410897023773659,2.703779365996245,-0.002443461,0.0061086523,0.0036651916
-0.40462008,1.0127473,9.481039,0,6.091608176965519,2.429908943731517,-0.012217305,0.018936822,0.007330383
-0.39025488,0.9528923,9.481039,0,5.734419043005423,2.3452543029959902,-0.030543262,0.021991149,0.021991149
-0.35194764,0.89064306,9.394848,0,5.411751457284013,2.1358308646039945,-0.0036651916,0.017715093,0.018325957
-0.5315128,0.5434838,9.370906,0,3.3139467025150435,3.2408735067539305,0.02443461,0.01160644,-0.027488936
-0.48362875,0.49320555,9.624691,0,2.9297964293685,2.872859021665067,0.03848451,-0.014049901,-0.05681047
-0.50278234,0.7757214,9.682152,1,4.574541286333515,2.9631518165697712,-0.005497787,0.02076942,-0.047647487
-0.48841715,1.6112977,9.7803135,1,9.343950813064039,2.820943222231756,-0.013439035,0.04886922,-0.0012217305
-0.4189853,1.7046716,9.469068,1,10.195610211400913,2.4935263592826455,-0.025045475,0.007330383,0.030543262
-0.7422025,1.541866,9.516952,1,9.17529187088772,4.402154064877419,0.0012217305,0.021991149,0.016493361
-0.6488287,1.0749966,9.239224,1,6.6204438321603485,3.990196999920083,0.017104227,0.02321288,0.02443461
-0.51475334,0.9720459,9.78989,1,5.662586595166879,2.9951449608814227,-0.017715093,0.008552114,0.026267206
-0.7302315,0.89782566,9.65821,1,5.2959143016137205,4.305262957117602,0.004886922,-0.012217305,-0.013439035
-0.7445967,0.91937345,9.3661175,0,5.588645273465993,4.523745155164688,0.02565634,0.03970624,-0.004276057
-0.14604631,0.9720459,9.543288,1,5.815213778521714,0.8722488329568087,-0.0067195175,0.02076942,0.056199603
-0.14844051,1.0414777,9.509769,1,6.249176953312183,0.8889581325724438,-0.023823744,0.032375857,0.051923547
-0.5650316,1.2401965,9.488221,1,7.433837813193479,3.379309642303989,0.025045475,0.03970624,0.0067195175
-0.41180268,1.1420342,9.605537,0,6.7740928862607985,2.4376984215536512,0.037873644,-0.004886922,-0.01038471
-0.7469909,1.1540052,9.844957,1,6.66659305781681,4.309637175126887,-0.035430185,0.049480084,-0.016493361
-0.6631939,1.1851299,9.660604,1,6.9776451055938695,3.8980237510183495,-0.0061086523,0.017715093,-0.017104227
-0.29688102,1.0103531,9.41879,0,6.119686346852127,1.7950783544800153,0.035430185,0.014049901,-0.045814894
-0.61052144,0.7158663,9.706094,0,4.209883406994311,3.5894866998695636,-0.005497787,0.035430185,-0.055588737
-0.39743748,0.62009823,9.509769,1,3.7275278062027097,2.388078340959012,0.005497787,0.039095376,-0.008552114
-0.51954174,0.7230489,9.433155,0,4.376529248128315,3.143243796895226,0.03604105,0.015271631,0.012217305
-0.8571242,0.79966336,9.694122,1,4.697381409905036,5.035760156851826,-0.009162978,0.019547688,-0.007941248
-0.7469909,1.0031705,9.639056,1,5.923948314184585,4.407640979854385,-0.02443461,0.010995574,0.007941248
-0.7733272,1.0630256,9.3733,1,6.448542710886147,4.6864960272067195,0.03481932,0.009162978,0.018325957
-0.92176765,0.842759,9.469068,1,5.062192719541918,5.538192610170346,-0.0012217305,0.012217305,0.0036651916
-0.6703765,0.7565677,9.622296,0,4.4848922547665335,3.9730819003115143,-0.042760566,0.015271631,0.018325957
-0.5434838,0.80924016,9.088389,0,5.079234453737692,3.4087463320303684,0.04642576,-0.0036651916,0.051923547
-0.7541735,0.6440403,9.423578,1,3.8972921075152223,4.5650529873462,0.5839872,-0.602924,0.07269296
-0.770933,0.62009823,9.7803135,0,3.6166622795104524,4.4980248259753814,-0.5723807,0.31215215,-0.14110987
-0.9959879,5.9184666,15.14572,1,21.30210653678232,3.504987255124533,-0.46975538,-0.43188173,-0.0030543262
1.5945383,0.80684596,3.8618474,0,10.930053796601937,-22.006998412269525,1.0861185,-0.3390302,0.069027774
-3.6990416,-0.58418524,12.512098,1,-2.5636467409397605,16.452686972799224,0.06963864,0.2669481,-0.0983493
1.99437,1.412579,13.946225,1,5.725767319685222,-8.097487342367845,-0.7348709,-0.1160644,0.15332718
0.4309563,4.1036615,5.48751,1,36.705375829494294,-3.5987647526537145,0.12950343,-0.059864793,0.15760323
-2.96881,2.9616275,8.834604,0,17.628599317191807,17.672759557966714,0.6010914,0.17348573,-0.027488936
0.4189853,0.8595184,13.28782,1,3.6991698161462634,-1.8022612313487782,-0.22113322,-0.16737708,0.016493361
