AccX,AccY,AccZ,Accident,GyroX,GyroY,GyroZ
-0.4237737,1.0007763,9.40203,0,0.042760566,-0.0018325958,-0.073303826
0.090979666,0.8810662,9.694122,1,-0.008552114,-0.0012217305,-0.018325957
-0.5793968,0.9744401,9.586384,1,-0.05497787,0.07452556,-0.02443461
-0.10055647,1.0726024,9.471462,0,0.022602014,0.018936822,-0.07941248
0.076614454,0.80924016,9.43076,1,0.058643065,0.028710667,-0.13439035
-0.35194764,0.6751649,9.885659,0,-0.02443461,0.080634214,-0.100792766
0.02633622,0.89782566,9.545682,0,0.010995574,0.042760566,-0.07513642
-0.51475334,1.0127473,9.291897,1,0.036651913,0.062308256,-0.12889257
-0.60333884,0.9888053,9.665392,0,0.009162978,0.015271631,-0.12889257
-0.46926352,1.079785,9.399636,0,-0.01282817,0.035430185,-0.08552113
-0.92895025,1.1779473,9.49301,0,0.0030543262,0.059253927,-0.0720821
-0.5626374,1.0965444,9.593566,1,0.040927973,0.040927973,-0.057421334
-0.40462008,1.0223241,9.765948,1,0.0,0.02443461,-0.01160644
-0.79248077,1.0869676,9.856929,1,-0.015882496,0.05497787,0.027488936
-0.6895301,1.1827357,9.476251,1,0.018325957,0.02443461,0.032375857
-0.6464345,0.9864111,9.52174,0,0.040317107,0.02565634,-0.005497787
-0.82121116,0.93373865,9.464279,1,-0.007330383,0.020158553,-0.01282817
-0.5770026,1.115698,9.540894,0,-0.019547688,0.021991149,0.008552114
-0.6655881,1.1827357,9.368511,0,0.021380283,0.03359759,-0.0012217305
-0.48602295,1.0175357,9.548077,1,0.0036651916,0.023823744,-0.021991149
-0.46208093,0.9624691,9.64145,0,-0.01160644,0.04520403,-0.027488936
-0.5363012,0.9792285,9.476251,0,0.015882496,0.014660766,-0.025045475
-0.5626374,0.8834604,9.514558,1,0.017715093,0.020158553,-0.06047566
-0.7182605,0.93852705,9.531317,0,-0.004886922,0.02443461,-0.06841691
-0.37349546,1.055843,9.488221,1,0.0030543262,0.025045475,-0.04642576
-0.5793968,1.0989386,9.387665,0,0.0067195175,0.039095376,-0.053145275
-0.5602432,1.0749966,9.569624,0,0.0018325958,0.03481932,-0.06047566
-0.49320555,1.0271125,9.507375,1,0.01038471,0.017715093,-0.03726278
-0.7661445,1.0103531,9.598354,0,0.010995574,0.015882496,-0.032986723
-0.94810385,1.043872,9.615114,1,-0.0018325958,0.01160644,-0.045814894
-0.80205756,1.1180922,9.483433,0,-0.002443461,0.01038471,-0.04153884
-0.7086837,1.0773908,9.452309,1,0.017104227,0.028099801,-0.021380283
-0.5602432,0.9768343,9.528923,1,0.0,0.015882496,-0.0018325958
-0.59615624,1.0103531,9.636662,0,-0.015882496,0.015882496,0.0
-0.7398083,1.079785,9.461885,1,0.010995574,0.02076942,-0.012217305
-0.6584055,1.0151415,9.478644,0,0.014660766,0.017104227,-0.019547688
-0.6584055,0.9528923,9.583989,1,-0.0012217305,0.012217305,-0.014660766
-0.6919243,0.9672575,9.543288,1,0.0030543262,0.01038471,0.0018325958
-0.7565677,1.0031705,9.526528,1,0.016493361,0.0067195175,0.002443461
-0.8619126,0.9864111,9.55047,0,0.004276057,0.01038471,-0.009162978
-0.7374141,1.0414777,9.509769,1,-0.0067195175,-0.0012217305,0.012217305
-0.78769237,1.1444284,9.481039,0,0.0067195175,-0.0018325958,0.021380283
-0.8595184,1.0845734,9.560047,1,0.009773844,-0.009162978,0.007330383
-0.7517793,1.0295067,9.600749,1,-0.007330383,0.0018325958,0.01160644
-0.60094464,1.043872,9.576807,1,0.009162978,-0.0036651916,0.03176499
-0.6607997,0.92895025,9.516952,0,0.018325957,0.0018325958,0.017715093
-0.7302315,0.90021986,9.600749,1,-0.0012217305,-0.009162978,-0.004276057
-0.60333884,1.0223241,9.514558,0,-0.0061086523,-0.004276057,0.01038471
-0.641646,1.067814,9.411607,0,0.007330383,-0.0061086523,0.015271631
-0.6679823,0.9911995,9.481039,0,0.010995574,0.002443461,-0.013439035
-0.58418524,1.0007763,9.478644,0,-0.021380283,0.007941248,-0.01282817
-0.46208093,1.103727,9.500193,0,0.004886922,-0.01160644,0.01038471
-0.81163436,1.0247183,9.351752,1,0.012217305,-0.0018325958,-0.01160644
-0.93852705,0.90021986,9.768343,0,-0.012217305,-0.020158553,-0.021380283
-0.7445967,0.9552865,9.583989,1,0.02076942,-0.017715093,0.014049901
-0.7469909,0.9792285,9.368511,1,0.018325957,0.002443461,0.06047566
-0.533907,1.067814,9.665392,0,-0.014049901,0.018325957,0.076358154
-0.45250413,1.13964,9.677363,1,-0.005497787,0.0012217305,0.06780604
-0.6344634,1.103727,9.624691,1,0.03481932,-0.034208454,0.050701816
-0.94331545,0.9648633,9.514558,0,0.009773844,-0.015882496,0.03481932
-1.0103531,1.0702082,9.579201,1,-0.009162978,-0.08857546,0.028710667
-0.9935937,1.1540052,9.586384,0,0.002443461,-0.0018325958,0.028099801
-0.8475474,1.2090719,9.624691,1,0.02443461,-0.04642576,0.061086524
-0.15322891,1.0175357,9.696517,0,-0.018325957,-0.039095376,0.0720821
-0.6967127,1.1420342,9.694122,1,-0.025045475,0.040317107,0.040317107
-0.007182605,1.0534488,9.32781,0,0.027488936,-0.018325957,0.018936822
-0.44532153,0.8403648,9.603143,1,0.040317107,-0.05375614,-0.03176499
-0.9792285,0.770933,9.7084875,0,-0.02443461,-0.007330383,-0.018936822
-0.320823,1.1013328,9.619903,0,-0.0018325958,-0.004886922,0.07574729
-0.23942018,1.0893618,9.363723,0,0.03604105,-0.020158553,0.030543262
-0.6895301,0.9744401,9.610326,0,-0.01160644,-0.0061086523,-0.039095376
-0.11971009,1.1204864,9.497798,0,-0.03176499,0.008552114,0.0061086523
-0.23942018,1.1683705,9.25359,1,0.022602014,0.0061086523,0.01038471
-0.7038953,0.8714894,9.557653,0,0.014049901,0.009162978,-0.06841691
-0.47165772,0.842759,9.516952,0,-0.015882496,-0.05375614,-0.073303826
-0.50996494,1.0223241,9.56723,0,-0.01160644,0.07391469,0.014049901
-0.40222588,0.9911995,9.387665,0,0.034208454,-0.02321288,0.050701816
-0.59376204,0.90979666,9.730036,0,-0.019547688,0.004276057,-0.03604105
-0.94570965,1.1180922,9.545682,1,-0.005497787,-0.0036651916,0.01282817
-0.25378537,1.1755531,9.481039,1,0.014660766,-0.017715093,0.105068825
-0.9888053,1.0079589,9.605537,0,0.002443461,-0.007330383,0.047647487
-0.7661445,1.0342951,9.52174,0,-0.01160644,0.004886922,0.012217305
-0.110133275,1.1444284,9.481039,0,0.007330383,-0.009162978,0.100792766
-0.4333505,0.9816227,9.619903,1,-0.0030543262,0.01038471,0.10323623
-0.8283938,0.91219085,9.569624,1,-0.0067195175,-0.0036651916,0.013439035
-0.4141969,0.92895025,9.533711,0,0.018325957,-0.028099801,-0.0018325958
-0.50517654,0.94331545,9.572019,1,0.01160644,0.009773844,0.04153884
-0.50996494,0.90261406,9.617508,1,-0.007330383,-0.007330383,0.032986723
-0.35913026,0.9911995,9.488221,0,0.0030543262,0.0012217305,-0.025045475
-0.37828386,1.103727,9.449914,0,0.007330383,0.01038471,-0.021380283
-0.18195933,1.0223241,9.583989,1,0.0012217305,0.0061086523,0.015882496
-0.545878,0.93613285,9.545682,0,0.0067195175,0.008552114,-0.00061086525
-0.5410896,0.94570965,9.555259,1,0.004886922,-0.009773844,-0.020158553
-0.50757074,1.0031705,9.574412,1,0.0,0.012217305,-0.010995574
-0.45010993,1.0654198,9.471462,1,-0.002443461,0.0061086523,0.0036651916
-0.40462008,1.0127473,9.481039,0,-0.012217305,0.018936822,0.007330383
-0.39025488,0.9528923,9.481039,0,-0.030543262,0.021991149,0.021991149
-0.35194764,0.89064306,9.394848,0,-0.0036651916,0.017715093,0.018325957
-0.5315128,0.5434838,9.370906,0,0.02443461,0.01160644,-0.027488936
-0.48362875,0.49320555,9.624691,0,0.03848451,-0.014049901,-0.05681047
-0.50278234,0.7757214,9.682152,1,-0.005497787,0.02076942,-0.047647487
-0.48841715,1.6112977,9.7803135,1,-0.013439035,0.04886922,-0.0012217305
-0.4189853,1.7046716,9.469068,1,-0.025045475,0.007330383,0.030543262
-0.7422025,1.541866,9.516952,1,0.0012217305,0.021991149,0.016493361
-0.6488287,1.0749966,9.239224,1,0.017104227,0.02321288,0.02443461
-0.51475334,0.9720459,9.78989,1,-0.017715093,0.008552114,0.026267206
-0.7302315,0.89782566,9.65821,1,0.004886922,-0.012217305,-0.013439035
-0.7445967,0.91937345,9.3661175,0,0.02565634,0.03970624,-0.004276057
-0.14604631,0.9720459,9.543288,1,-0.0067195175,0.02076942,0.056199603
-0.14844051,1.0414777,9.509769,1,-0.023823744,0.032375857,0.051923547
-0.5650316,1.2401965,9.488221,1,0.025045475,0.03970624,0.0067195175
-0.41180268,1.1420342,9.605537,0,0.037873644,-0.004886922,-0.01038471
-0.7469909,1.1540052,9.844957,1,-0.035430185,0.049480084,-0.016493361
-0.6631939,1.1851299,9.660604,1,-0.0061086523,0.017715093,-0.017104227
-0.29688102,1.0103531,9.41879,0,0.035430185,0.014049901,-0.045814894
-0.61052144,0.7158663,9.706094,0,-0.005497787,0.035430185,-0.055588737
-0.39743748,0.62009823,9.509769,1,0.005497787,0.039095376,-0.008552114
-0.51954174,0.7230489,9.433155,0,0.03604105,0.015271631,0.012217305
-0.8571242,0.79966336,9.694122,1,-0.009162978,0.019547688,-0.007941248
-0.7469909,1.0031705,9.639056,1,-0.02443461,0.010995574,0.007941248
-0.7733272,1.0630256,9.3733,1,0.03481932,0.009162978,0.018325957
-0.92176765,0.842759,9.469068,1,-0.0012217305,0.012217305,0.0036651916
-0.6703765,0.7565677,9.622296,0,-0.042760566,0.015271631,0.018325957
-0.5434838,0.80924016,9.088389,0,0.04642576,-0.0036651916,0.051923547
-0.7541735,0.6440403,9.423578,1,0.5839872,-0.602924,0.07269296
-0.770933,0.62009823,9.7803135,0,-0.5723807,0.31215215,-0.14110987
-0.9959879,5.9184666,15.14572,1,-0.46975538,-0.43188173,-0.0030543262
1.5945383,0.80684596,3.8618474,0,1.0861185,-0.3390302,0.069027774
-3.6990416,-0.58418524,12.512098,1,0.06963864,0.2669481,-0.0983493
1.99437,1.412579,13.946225,1,-0.7348709,-0.1160644,0.15332718
0.4309563,4.1036615,5.48751,1,0.12950343,-0.059864793,0.15760323
-2.96881,2.9616275,8.834604,0,0.6010914,0.17348573,-0.027488936
0.4189853,0.8595184,13.28782,1,-0.22113322,-0.16737708,0.016493361
-0.6607997,1.8626889,10.340557,1,-0.3359759,0.01282817,0.08979719
-2.135628,2.6168625,7.6614456,1,0.27122417,0.21319197,0.1386664
0.9672575,0.80924016,10.939108,1,0.20647246,-0.15088372,0.07819075
-0.9696517,0.4237737,11.473015,0,-0.26816985,0.064751714,-0.16493362
-1.1923125,1.6352397,8.755595,1,-0.040927973,0.037873644,-0.0012217305
0.82121116,1.4389153,9.267955,1,0.23518312,-0.09468412,0.11056661
-1.6759412,0.320823,10.757148,0,-0.029932396,0.073303826,-0.09162979
-0.45729253,0.9911995,10.189722,1,-0.15760323,-0.0036651916,-0.08246681
0.6895301,1.6472107,8.698134,0,0.118507855,0.0030543262,0.058643065
-1.1420342,0.92416185,9.607931,0,0.07513642,0.022602014,0.020158553
-0.7685388,0.61530983,10.366894,0,-0.12095132,-0.026267206,-0.077579886
-0.5746084,1.2066777,8.9998045,0,0.010995574,0.0061086523,-0.014660766
-0.51954174,1.1204864,9.241618,0,0.08979719,-0.03359759,0.08124508
-0.7469909,0.61530983,10.089166,1,-0.045814894,0.020158553,0.015882496
-0.56982,0.8882488,9.488221,1,-0.0580322,0.016493361,-0.026267206
0.093373865,1.1587936,9.13388,1,0.06963864,-0.029321533,0.018325957
-0.6943185,0.770933,9.785102,1,0.022602014,-0.01282817,0.0030543262
-0.89064306,0.78529817,9.888053,1,-0.052534413,-0.017715093,-0.040927973
-0.47165772,1.2186487,9.208099,0,0.028099801,-0.008552114,-0.021991149
-0.4381389,1.0989386,9.337387,0,0.040927973,0.01160644,0.027488936
-0.39504328,0.8595184,9.77792,1,-0.037873644,-0.0061086523,0.017715093
-0.59615624,0.9816227,9.457097,1,-0.00061086525,-0.0061086523,-0.017715093
-0.61770403,1.0582372,9.40203,1,0.04153884,-0.009162978,0.0018325958
-0.5315128,0.93613285,9.667787,0,-0.0061086523,-0.016493361,0.028710667
-0.6919243,0.9672575,9.514558,0,-0.023823744,0.0036651916,0.017715093
-0.46208093,1.0845734,9.394848,0,0.03359759,-0.007941248,0.014660766
-0.29927522,0.9959879,9.533711,1,0.02687807,-0.0061086523,0.02443461
-0.49799395,0.92416185,9.672575,0,-0.02443461,-0.01282817,0.021380283
-0.5626374,1.1013328,9.435549,0,0.002443461,-0.0030543262,0.0061086523
-0.4381389,1.1372458,9.385271,1,0.021380283,-0.00061086525,0.015271631
-0.30166942,1.0199299,9.665392,0,-0.015271631,0.005497787,0.017104227
-0.46208093,1.0271125,9.531317,1,-0.005497787,0.004886922,0.007941248
-0.4309563,1.0366893,9.433155,0,0.02443461,-0.0030543262,0.0012217305
-0.50517654,0.9504981,9.579201,0,0.0012217305,0.004276057,0.005497787
-0.50517654,1.0079589,9.595961,0,-0.018936822,-0.0036651916,0.009773844
-0.5243302,1.0989386,9.425972,0,0.009162978,0.0036651916,0.0030543262
-0.50278234,1.0366893,9.495404,0,0.010995574,-0.002443461,0.0030543262
-0.39025488,0.9768343,9.615114,0,-0.007941248,0.010995574,0.010995574
-0.45968673,1.0295067,9.495404,0,-0.002443461,0.0018325958,0.014049901
-0.46208093,1.0582372,9.56723,1,0.007941248,-0.00061086525,0.007941248
-0.58657944,0.9768343,9.591172,1,0.0030543262,0.00061086525,0.004886922
-0.48362875,0.9816227,9.5385,0,0.00061086525,0.008552114,0.018936822
-0.49799395,1.0007763,9.478644,0,0.002443461,0.0067195175,0.02565634
-0.51954174,1.0055647,9.56723,0,-0.00061086525,-0.007941248,0.009162978
-0.62249243,0.9888053,9.56723,0,0.0018325958,-0.0061086523,0.0
-0.5626374,0.9888053,9.52174,0,0.009773844,-0.005497787,0.021380283
-0.50517654,0.94331545,9.576807,1,0.01160644,-0.0036651916,0.048258353
-0.50278234,0.92416185,9.56723,0,0.01282817,-0.0012217305,0.036651913
-0.49320555,1.0342951,9.528923,1,-0.00061086525,0.0036651916,0.039095376
-0.4309563,1.1324574,9.555259,1,0.00061086525,-0.014660766,0.058643065
-0.62009823,1.0845734,9.464279,1,0.01282817,-0.007941248,0.0580322
-0.6847417,0.9576807,9.583989,1,0.02565634,-0.0018325958,0.07391469
-0.4309563,0.8738836,9.660604,0,0.018325957,-0.015271631,0.095294975
-0.6703765,0.9792285,9.595961,1,0.012217305,-0.029321533,0.076358154
-0.830788,1.2042835,9.488221,0,0.007330383,-0.03848451,0.077579886
-0.7565677,1.3599066,9.449914,0,-0.004276057,-0.048258353,0.12583824
-0.770933,1.3910311,9.459491,0,-0.015271631,-0.035430185,0.15454891
-0.7685388,1.2641385,9.497798,0,0.0036651916,-0.03970624,0.15149458
-0.50038815,1.1228806,9.593566,0,0.039095376,-0.05375614,0.16737708
-0.46208093,0.9816227,9.660604,0,-0.008552114,-0.03970624,0.20280726
-0.4261679,1.364695,9.464279,0,-0.0421497,-0.073303826,0.22174409
-0.5770026,1.4987702,9.287108,0,0.04886922,0.00061086525,0.21135938
-0.2777274,1.2497733,9.215282,1,0.012217305,-0.08979719,0.18509217
-0.59376204,1.2042835,9.739613,0,-0.012217305,-0.023823744,0.1441642
-0.7254431,1.4820108,9.406818,1,-0.026267206,-0.111177474,0.19853121
-0.40701428,1.6903064,9.698911,0,-0.0067195175,-0.004276057,0.1600467
-0.9720459,0.39025488,8.74123,1,-0.017104227,0.0018325958,0.13500121
0.28491,1.1731589,9.674969,0,-0.042760566,-0.049480084,0.21502456
-0.7158663,1.2018893,9.320627,0,0.015271631,-0.0067195175,0.22113322
-0.23223756,1.1133038,9.849746,1,0.0,-0.12522738,0.15454891
-0.7302315,1.271321,9.667787,1,0.007330383,-0.043982297,0.07696902
-0.45010993,1.532289,9.533711,0,-0.037873644,-0.0842994,0.1563815
-0.023942016,1.5945383,9.782708,0,-0.03726278,-0.07086037,0.16493362
-0.6368576,1.352724,9.361329,0,0.002443461,-0.050701816,0.10934488
0.20829555,1.1204864,9.543288,0,-0.036651913,-0.0842994,0.11484267
-0.1436521,1.1252748,9.67018,0,-0.018325957,-0.05375614,0.15882497
-0.4429273,0.9504981,9.442732,1,0.015271631,-0.124005646,0.14538592
-0.6560113,0.93613285,9.674969,1,0.013439035,-0.10629055,0.08124508
-0.6871359,1.2425907,9.531317,1,-0.01282817,-0.07513642,0.14172074
0.18435353,1.6424223,9.574412,1,-0.027488936,-0.1142318,0.22907446
-0.49320555,1.8076223,9.411607,0,0.013439035,-0.06414085,0.18448131
-0.3184288,1.8674773,9.368511,0,-0.01282817,-0.15699236,0.26328292
-0.055066638,1.9560628,9.648633,0,-0.045814894,-0.12217305,0.40622538
-1.1587936,1.9057846,9.241618,1,-0.015271631,-0.09896017,0.45020768
-0.36631286,1.6927006,9.325416,0,0.002443461,-0.14905111,0.4007276
-0.50996494,1.6567876,9.409213,1,-0.055588737,-0.105068825,0.4373795
0.04309563,1.7310078,9.349358,1,-0.064751714,-0.17165314,0.5381723
-0.39264908,1.6927006,9.155427,0,-0.034208454,-0.108123146,0.51923543
0.09816227,1.328782,9.449914,0,-0.029321533,-0.10140363,0.50946164
1.0821792,1.0989386,9.0476885,1,-0.032986723,-0.09101892,0.4746423
0.33279404,1.1444284,9.155427,1,-0.008552114,-0.09162979,0.35308012
0.44771573,1.292869,9.397242,0,-0.037873644,-0.08002335,0.31703907
0.37349546,1.7046716,9.330204,0,-0.017715093,-0.14721853,0.30298916
-0.5602432,1.5969325,9.425972,0,0.03848451,-0.2180789,0.12034045
-0.5315128,1.8363527,9.406818,0,0.034208454,-0.1337795,0.15210545
1.4293385,2.0207062,9.694122,0,0.008552114,-0.06047566,0.5412266
1.8483237,2.27928,9.579201,0,-0.07452556,-0.036651913,0.71959925
0.60812724,2.4516625,9.7084875,1,0.048258353,-0.095294975,0.49663344
0.8834604,2.147599,9.514558,1,0.009773844,0.122783914,0.50823987
1.5610195,2.597709,10.0508585,0,0.059253927,-0.32803464,0.74220127
-0.7733272,2.372654,8.365341,0,-0.04153884,-0.14782938,0.5723807
-1.7525556,2.1978772,10.733206,0,0.10445796,0.036651913,0.50823987
3.7732618,2.4756045,8.956709,0,0.13439035,-0.15149458,0.7257079
1.2258313,2.645593,10.127473,1,0.0012217305,0.14844026,0.5497787
0.48841715,3.083732,8.839393,0,-0.008552114,-0.07086037,0.39767328
