AccX,AccY,AccZ,Accident,GyroX,GyroY,GyroZ
0.7206547,-1.7525556,17.932571,0,-0.33169982,-0.37568212,-0.03359759
-5.602432,1.1971009,12.79222,0,-0.43004912,0.32375857,-0.2510656
-0.090979666,-2.705448,-2.111686,1,1.2431108,0.28710666,0.5149594
-0.521936,1.6256629,19.51035,1,-0.9950995,0.037873644,0.25778514
-8.714894,7.201759,5.7365074,1,0.20463985,0.3109304,0.034208454
2.4037786,-5.4803276,9.069236,1,-0.19975294,0.080634214,0.7831292
0.12210429,11.360487,7.3789296,0,-0.66156703,2.1374176,0.5357288
-5.4659624,15.923836,-3.6008794,0,0.9767735,0.2321288,-0.5045747
-2.15957,-17.690756,22.184673,1,-0.59864795,-0.025045475,-0.13133603
2.7964275,6.0357823,0.44771573,1,-0.24495697,-0.37690386,1.4043792
-0.78050977,-4.757279,10.884041,0,-1.3884968,-0.6383542,0.86742866
-7.5441294,2.0374656,8.595184,0,1.7311921,-0.3378085,-1.4721853
1.3000516,-10.113108,7.0581064,1,0.4092797,-0.76174897,-1.3634512
10.953473,-6.6726403,23.566128,0,-0.3042109,0.25228736,0.73853606
0.60812724,13.453019,-7.019799,1,-0.6713409,0.22357668,1.6798794
-5.161899,-3.8546648,18.61013,1,0.8772025,-0.007330383,0.30848694
-1.3072342,5.8586116,7.735666,0,-0.7806858,-0.204029,-1.351234
1.30484,6.069301,9.689334,1,-0.29565877,0.1600467,-0.64934975
2.1978772,-9.155427,16.697163,0,1.5332718,-0.14844026,0.71593404
-1.0965444,-0.038307227,5.439626,1,0.02687807,0.4111123,0.9993755
-0.59615624,5.7724204,11.484985,0,-2.3200662,0.16737708,0.5491679
0.35673606,10.25676,-2.540248,0,0.06780604,-0.8142834,-0.12461651
-5.9926867,-9.624691,20.444088,0,1.609019,-0.19242255,-1.1563679
-0.9672575,1.3096284,13.275848,1,1.3701707,0.06780604,-0.74097955
5.959168,-8.892065,22.385786,1,-2.28036,0.25350907,1.1679744
-0.545878,12.5504055,5.058948,0,-0.2687807,0.020158553,0.95417154
-9.215282,-4.1539397,6.8545995,0,1.7061466,-0.3915646,-0.9388999
3.3255463,4.5777135,8.731653,1,-0.35613444,-0.1020145,-0.7593055
5.149928,-0.5650316,16.242264,0,-1.106277,-0.21013765,0.8368854
-6.373365,-1.5394717,5.899313,0,1.2357804,0.112399206,0.2321288
-3.6607344,1.958457,7.699753,1,1.8319849,-0.6792821,-1.024421
3.7253778,-1.8914193,8.578424,1,-2.2681427,0.00061086525,0.06169739
6.6893997,13.551182,0.4165911,0,-2.0555615,0.29260445,1.8936822
-7.1395097,-4.0677485,5.3941364,0,2.1832323,-0.7171558,0.4831944
-7.589619,-1.4867992,8.389283,0,1.3414601,-0.55771995,-1.3286319
3.8283286,-0.9600749,13.053187,0,-2.4471262,0.1386664,0.11056661
6.3446345,0.110133275,10.508151,0,-0.6200282,-0.31948254,1.777007
-8.937555,3.7588966,-2.2816741,0,2.067168,-0.6230826,0.29749137
-6.289568,-5.351041,31.074345,1,0.043982297,0.16371189,-0.9059132
7.479486,-0.3878607,16.19438,0,-2.375044,0.43249258,0.6780604
5.389348,11.616667,-10.036493,1,0.07941248,-0.37690386,1.7739527
-11.844116,-9.179369,11.654974,0,2.5369234,-0.67011917,-0.12950343
-3.229778,-2.7724855,14.908694,1,-0.28160888,0.12644911,-0.9443977
10.189722,3.1962593,16.455349,0,-2.4263568,0.5815437,0.88270026
3.1627405,11.60709,-5.4204726,1,1.6236799,-0.08735373,1.8002199
-11.997345,-6.0764837,14.992491,0,0.93767816,0.72265357,-0.33414328
0.11731588,13.713987,9.40203,1,-0.3555236,1.3671165,-0.61575216
7.9248075,-0.30406362,-0.9888053,0,-1.6029104,-0.5589417,0.72021013
-5.9184666,4.3143516,6.196194,0,0.3378085,1.1728612,1.205848
-4.912902,0.2681506,-3.7948096,1,0.57910025,0.48563787,0.8405506
3.4739866,5.997475,13.713987,0,-2.0653355,-0.6401868,-0.051923547
-6.5337763,-14.642938,23.412899,0,0.3005457,0.14355333,-1.3335189
1.3694834,-0.61770403,-3.9264908,0,2.1832323,0.4111123,-0.74281216
10.170568,-3.2728736,21.092916,0,-1.2705997,0.59986967,0.73364913
1.2378023,16.713923,3.7349546,1,-1.0800097,0.8539896,1.3622295
-4.1276035,-27.722462,31.593885,1,1.0458013,0.50579643,-0.66156703
-2.8754363,8.860941,15.483302,1,1.7562376,-1.056186,-2.1832323
1.328782,-6.5265937,16.994043,1,-2.3457224,0.95905846,-0.33964106
9.909601,18.131289,-11.834539,0,-0.37384954,0.3042109,2.8350255
-6.564901,-8.429984,6.3661823,1,0.8032878,-0.37384954,0.5222898
-13.491326,3.4715924,-1.30484,1,2.031127,0.9016371,-2.529593
7.4627266,-4.6040497,14.417883,0,-2.2296581,1.0158689,-0.86070913
11.312603,-0.11252748,29.429527,0,-0.22540927,0.028710667,2.2522602
-14.216769,3.2752678,2.9520507,1,1.7379116,-1.3494014,0.66889745
-11.820174,-14.401123,37.016754,1,0.82650065,0.43249258,-2.0451767
13.64695,21.119253,4.003105,1,-2.2644775,0.14110987,-1.2198979
11.013328,-6.325481,18.521544,1,0.5314528,0.75441855,1.0207558
-6.105214,-1.1204864,0.047884032,0,2.6481009,-0.03176499,0.73853606
-5.6982,-0.41180268,17.74343,0,-1.5754215,0.5626069,-0.9279043
2.4588451,4.084508,12.193669,1,-1.0916162,0.698219,-0.84665924
5.973533,-1.541866,-6.4882865,0,1.0555751,-0.4184427,-0.029932396
-5.070919,1.5251064,14.274231,0,1.9401081,0.4129449,-0.18875736
-2.3319526,-7.338228,14.858416,0,-2.3127358,0.2669481,-0.22479841
7.273585,13.543999,5.9783216,0,-1.2559389,0.24984388,0.13255776
-0.61770403,-0.9935937,-5.281609,1,1.2021828,0.04520403,-0.17287487
-1.0510546,-0.62967503,16.673222,0,0.689056,-0.15027285,-0.9810496
-0.9576807,-13.606248,22.151154,0,-1.1612549,0.29260445,-0.77824235
4.156334,2.0039468,4.0414124,1,-0.119729586,-0.21868975,0.095294975
-2.2960393,-0.30885202,10.149021,1,0.5662721,-0.047036625,-0.3115413
-3.0478187,-2.1021092,11.379641,1,0.28527406,-0.27550024,-0.8454375
4.187459,1.9967642,8.087613,1,-0.8472701,-0.08857546,-0.0720821
-0.25378537,0.7015011,8.844181,1,-0.09162979,0.0036651916,0.63591075
-2.291251,5.7269306,0.91458505,1,0.408058,-0.38240165,0.15210545
-3.4644098,-3.3375173,11.592725,1,0.41416663,-0.20769419,-0.6908886
0.06943185,1.2401965,14.891934,1,-0.82711154,-0.3707952,-0.5216789
1.0295067,3.6774938,5.116409,0,0.29565877,0.35430184,0.34269542
2.0805612,5.2002063,0.0,0,0.7519751,-0.9425651,0.8912524
-2.1212628,-0.60812724,19.737799,0,-1.1795808,-0.14049901,-0.25900686
-3.5889084,8.566454,5.427655,0,0.7831292,0.11728613,-0.9993755
6.7923503,-1.5131354,7.2113357,0,0.30726522,-0.70066243,0.059864793
1.1204864,5.815516,12.265495,1,-0.14294247,0.27366763,0.7684685
-3.9935284,-0.58418524,4.0462008,1,-0.344528,0.13133603,0.26145032
1.0462662,4.175488,12.093113,1,0.89369583,-0.61575216,-1.0983357
-2.1978772,5.571307,10.06283,1,-0.18081611,0.66828656,-0.7122689
5.686229,-0.3878607,22.55338,1,-0.14172074,0.15149458,0.8191703
0.51235914,1.5753847,7.321469,0,0.6963864,-0.7012733,0.3866777
-7.4244194,2.5809495,11.104307,1,-0.34697145,0.50885075,-0.7672467
6.1530986,4.4125137,10.754754,0,-0.6792821,-0.462425,0.14110987
1.1420342,0.38067806,18.31325,1,-0.15271631,0.1160644,0.3933972
-9.248801,-0.20111294,9.713276,1,1.6639969,-0.093462385,-0.73364913
-1.5562311,-6.789956,16.019604,1,0.12034045,-0.052534413,-0.9816604
5.645528,5.0254292,8.010999,1,-1.0910053,0.24312437,0.53023106
1.5035586,6.093243,6.83784,1,-0.8197812,0.27000242,1.2235631
-5.556942,4.307169,7.3885064,1,1.396438,-0.8717047,-0.099571034
-4.9895163,-4.4436383,10.733206,0,-0.30543262,-0.7648033,-1.3371841
3.4572272,-2.2409728,14.223952,0,0.14905111,-0.22602014,-0.14172074
4.285621,0.007182605,1.4269443,0,0.22907446,-0.3811799,0.9859365
-4.345476,3.4691982,13.170504,1,0.030543262,0.40378192,0.28099802
-3.1004913,1.910573,10.362105,0,0.02565634,-0.3304781,-0.4251622
3.3614593,3.9719806,7.800309,1,-0.711658,0.009773844,0.13133603
-1.400608,1.7166426,11.930307,0,0.743423,-0.20280726,0.63041294
-3.2824504,-0.2801216,9.957485,1,0.5149594,-0.8350528,-0.017104227
-3.1124623,-0.7517793,16.342821,1,-0.4196644,0.3042109,-0.61758476
3.1387985,4.8865657,8.839393,0,-0.45020768,0.10873401,0.35613444
3.5170822,1.7142484,6.9479733,0,0.52106804,-0.09407325,0.70738196
-6.6989765,-5.6527104,17.688362,1,-0.35124752,0.24251351,-0.2443461
0.11731588,5.473145,3.0765493,0,0.039095376,-0.321926,-0.4269948
2.018312,-2.2649148,5.9639564,1,0.008552114,-0.40133846,0.19853121
-1.9752164,1.292869,17.017986,1,1.1313224,-0.52290064,-0.10445796
-3.5003228,2.1068976,6.6486983,1,0.44532076,-0.3359759,-0.3023783
5.391742,4.177882,19.64203,0,-1.1172725,0.6389651,0.82772243
2.791639,11.856087,6.232107,1,-0.58032197,-0.35613444,1.2571607
-7.3885064,4.6375685,4.3861775,1,0.47647488,-0.70188415,-0.12217305
-2.2218192,-2.8275523,11.587936,0,0.79901177,-0.6536258,-0.8014552
4.096479,1.6304513,13.127408,1,-0.93645644,-0.11301007,-0.1386664
2.5881321,1.7286136,4.915296,1,0.6768387,-0.047036625,0.8240572
0.49559975,-4.197036,10.96305,1,0.19425514,-1.3066407,0.4636467
-3.3039982,-1.7597382,17.29332,1,-0.98899084,0.52534413,-0.3481932
4.0222588,7.7213006,0.8523358,0,-0.30176744,0.4147775,0.36346483
3.241749,-3.4045548,12.430696,1,0.84604836,-0.52473325,0.7629707
-9.540894,-6.6870055,13.773843,1,-0.27366763,0.22479841,-0.30176744
0.7015011,3.4261026,6.229713,1,0.18997909,-0.50701815,-0.29932398
4.7500963,-0.7589619,6.8881183,1,-0.23335053,-0.19364429,0.2180789
-1.2617443,4.0916905,10.733206,0,-0.026267206,0.7733554,0.36896262
1.70946,3.0478187,2.6910827,1,0.9266826,-0.1337795,0.6010914
1.1180922,-2.2457612,14.513651,0,-1.1917981,0.23640485,0.2669481
-4.9703627,10.85531,8.822633,0,-0.3463606,0.5571091,0.08735373
0.23702596,-2.858677,3.5051112,1,1.3524556,-0.3817908,0.17837265
-1.685518,1.541866,9.907207,0,0.021380283,0.6627888,0.20952678
-1.520318,-0.320823,14.097059,1,-1.5607607,-0.061086524,0.6114761
2.7964275,4.220978,2.006341,0,0.5161811,-0.029321533,0.84849185
-3.0430303,0.81163436,9.184157,0,0.32498032,-0.5112942,0.1459968
-1.292869,1.8555063,15.461755,1,-0.4868596,0.10629055,-0.3555236
4.687847,-0.61052144,1.769315,1,0.02321288,-0.2669481,0.12461651
0.7685388,-1.7788919,14.020445,1,0.5571091,0.37873647,-0.17654006
-2.1188686,1.2569559,6.14831,1,0.13439035,0.40011674,-0.6450737
3.7684734,-3.6415808,13.383588,0,-0.5681047,-0.25717425,-0.25473082
3.928885,0.6655881,1.1827357,1,0.11362094,0.23396139,0.172264
-2.030283,1.3192052,16.510414,0,0.7293731,0.43249258,-0.47219884
1.2090719,4.55856,1.8339585,0,0.8436049,0.2669481,-0.6585127
2.7102363,-3.3399115,17.633295,0,-1.7415768,0.2742785,-0.04153884
0.5530606,12.109872,-1.4413095,1,0.24373524,0.34147367,0.57971114
-3.7660792,-14.324509,13.972561,0,0.32925636,0.1386664,-0.29749137
-1.412579,6.409278,13.912706,1,1.0506883,-0.27916542,-1.0067059
0.2753332,-13.603854,13.88637,1,-1.5803084,0.47647488,-0.7079928
5.1259856,18.05228,-1.6591818,1,-0.03848451,0.86070913,0.4728097
-2.2218192,-7.941567,2.2266076,1,0.48441613,0.1160644,0.5112942
-5.829881,-2.5019407,25.495853,1,-0.32925636,-0.044593163,-0.97005403
-3.8259344,-0.6943185,6.991069,1,0.52412236,-0.24556783,-1.2974777
4.3981485,-1.9393034,10.694899,0,-0.21380283,0.02076942,0.19792034
-0.47405192,5.7748146,15.775395,0,0.5363397,0.04642576,0.88270026
-5.085284,-3.0190883,6.397307,1,-0.5626069,-0.76052725,-0.34269542
-0.37110126,11.417948,7.431602,0,0.7098254,-0.26939157,-0.9645562
1.541866,0.093373865,10.084377,0,-0.80939645,0.11301007,-0.073303826
4.0222588,12.928689,8.145074,1,0.5699373,0.2565634,0.9896017
-3.8139634,-6.6079965,4.297592,1,1.1893547,-0.7464773,0.3726278
-2.3008277,2.5785553,13.828909,0,-1.9370537,-0.3231477,-0.5021312
-0.45010993,8.173804,8.147469,1,-0.36468655,0.6414085,0.22968534
3.6774938,-2.801216,6.1195793,1,1.2986995,-0.48563787,1.0665708
-4.7046065,7.2472486,9.883265,0,0.122783914,0.37995818,0.29138273
-6.591237,-10.457873,18.387468,1,-1.6994271,0.59559363,-0.22235495
7.237672,9.085996,-6.6846113,0,-0.018936822,-0.66645396,0.22907446
-4.876989,-5.068525,14.633361,0,0.571159,0.35063666,-0.26328292
-1.9632454,0.2825158,5.2720323,0,0.7538077,-0.19486602,-0.3109304
4.8722005,-6.459556,14.092271,0,-0.90469146,-0.5479461,-0.061086524
-0.80445176,4.546589,4.8003745,1,0.112399206,0.27550024,0.34269542
1.7190368,6.019023,2.8514943,1,0.043982297,-0.19425514,0.6151413
-0.31603462,-1.7788919,14.949395,1,-0.27122417,0.009773844,0.017715093
-2.5833437,0.18674773,9.471462,1,-0.087964594,-0.013439035,-0.344528
2.4516625,-1.6783354,7.2233067,0,0.41783184,0.42577308,0.112399206
1.8004397,4.6902413,4.4316673,0,0.09101892,0.0842994,0.44348818
-2.3750482,1.3934253,9.313444,1,-1.1050552,0.2657264,-0.15332718
-1.1348516,-0.35913026,8.257602,1,0.3811799,0.2779437,-0.3200934
3.0334535,-1.2018893,7.2472486,0,-0.020158553,0.08002335,0.056199603
-0.35434186,1.8387469,9.16261,1,0.04886922,0.48380527,0.25350907
-1.8698715,-2.908955,7.764396,1,-0.19547687,-0.11484267,-0.025045475
-0.80445176,-0.019153614,13.00291,1,0.172264,-0.12339478,-0.058643065
-0.21308395,-0.9792285,13.620613,0,-0.4361578,0.3390302,0.42394048
0.8403648,1.0965444,9.028535,0,0.19303341,0.035430185,0.6383542
-1.376666,0.37349546,6.3829417,1,-0.06963864,-0.0012217305,-0.016493361
-1.2354081,-4.3837833,12.7730665,1,-0.3286455,-0.21074851,-0.3622431
2.719813,-0.110133275,6.6606693,0,0.096516706,-0.03848451,-0.059864793
-0.1316811,-2.4372973,8.331821,1,0.535118,-0.1337795,0.28588495
-0.79726917,-2.0829554,10.714052,0,-0.29932398,0.1563815,-0.021380283
0.85473,2.6408045,5.5521536,1,-0.4642576,0.33658674,-0.32253686
3.9815574,3.952827,3.0550013,0,0.36102137,-0.12156218,0.17898351
-0.6847417,-3.1292217,10.103531,0,0.20158553,0.78984874,0.3640757
-2.542642,-0.9792285,14.539987,0,-0.014049901,0.5180137,0.05681047
-0.016759412,1.946486,9.7324295,0,-0.044593163,0.41050145,-0.3323107
-2.0207062,3.4715924,8.475474,0,0.017715093,0.41783184,0.05375614
0.0,-1.9273324,12.4785795,0,0.30787608,0.03970624,0.44043383
-3.7828386,0.62009823,12.227188,0,0.19058995,0.61269784,0.0030543262
-1.5634137,4.9344497,15.303738,0,-0.33353242,0.24862215,-0.24617869
3.0765493,5.023035,8.3821,0,0.5729916,-0.029932396,-0.06352998
-3.1316159,0.82599956,12.672509,1,0.4538729,0.6407976,-0.13500121
-0.33518824,2.966416,15.373169,1,-0.39522982,0.29993483,-0.19364429
0.7469909,7.098808,11.616667,0,-0.3463606,0.5119051,-0.24251351
-2.3415294,-1.1707647,10.594342,1,0.4550946,0.38362336,-0.07696902
0.12928689,-0.088585466,11.312603,1,-0.014049901,-0.030543262,-0.24129178
-1.8626889,0.41180268,8.9758625,1,-0.35002577,-0.037873644,-0.6426302
0.22984336,3.3279405,4.297592,0,-0.22602014,-0.02443461,-0.4111123
3.095703,0.9959879,3.6631286,1,0.5900958,-0.19364429,0.18142697
-0.09816227,-4.187459,16.038757,1,-0.6236934,0.008552114,-0.27855456
-1.0007763,3.4332852,6.3422403,1,0.14172074,0.12095132,-0.73364913
1.7812861,1.4891934,2.9376855,0,0.21319197,-0.35308012,-0.32070425
-0.031124622,-2.5330653,12.483368,1,-0.16920967,-0.070249505,-0.040927973
-4.1060557,-0.15322891,7.237672,1,-0.14049901,-0.15454891,-0.33292156
1.0654198,-1.1803415,8.070854,0,-0.0580322,-0.119729586,-0.42394048
-0.93613285,3.9121256,6.9503675,0,0.26816985,0.061086524,-0.106901415
-1.1180922,-0.22984336,9.981427,0,0.13988814,-0.3145956,0.12705997
-1.1803415,-0.25378537,8.480263,1,-0.88270026,-0.5717699,-0.23335053
-1.8052281,3.371036,2.5761611,1,-0.076358154,-0.020158553,-0.25900686
1.1013328,-3.8522706,5.741296,1,0.8313876,-0.3231477,0.25473082
0.19393034,-3.335123,19.177555,0,0.06841691,-0.34697145,0.118507855
-2.5881321,-0.5674258,10.213664,0,-0.29260445,0.34147367,-0.12644911
3.8019924,9.188946,7.323863,0,0.26633725,-0.54367006,0.23151793
-0.33518824,5.097255,10.91756,0,0.36774087,0.3555236,0.22235495
-3.4979286,5.571307,13.445837,0,-0.3555236,-0.32986724,-0.05131268
0.92655605,4.7644615,11.413159,1,-0.029932396,-0.27000242,-0.19792034
-1.7118542,2.918532,10.012551,1,0.66767573,0.22296582,0.15271631
2.7940333,2.2146366,15.186421,0,0.9071349,-0.675617,0.43310347
-1.2880806,-0.7757214,18.215086,0,-1.142318,-0.23640485,-0.25411993
-1.3503298,7.3310456,8.62152,0,-0.18142697,0.2864958,-0.11911872
5.5138464,4.132392,4.158728,1,1.2815952,-0.70371675,0.5687156
-2.4301147,-1.8076223,19.814413,1,-0.02076942,0.016493361,0.17959438
-3.6607344,0.58418524,13.84088,0,-0.9260717,0.007941248,-0.24740042
3.596091,4.256891,4.3598413,1,0.45570546,-0.45570546,0.10934488
-1.4700398,0.9672575,10.441113,1,0.32620203,-0.005497787,0.21380283
-2.5809495,1.6448165,12.959814,0,-0.3475823,-0.08979719,0.0842994
0.25378537,0.20350714,8.604761,1,-0.5503896,-0.19792034,-0.047647487
-1.388637,2.0973208,7.8410106,0,0.3903429,0.089186326,0.36163223
1.9129672,0.1364695,12.34211,0,-0.36957347,-0.106901415,0.47525316
-1.0199299,0.6368576,8.980651,0,0.17348573,-0.04520403,0.3481932
-1.2138603,-7.0605006,18.772936,1,-0.47891834,-0.25411993,0.06841691
-0.19632454,4.8745947,9.315839,0,0.68600166,-0.16737708,0.09407325
1.0869676,1.508347,3.667917,0,-0.21746802,-0.2846632,0.04520403
-0.7326257,2.7988217,10.206482,1,-0.40866885,0.10751228,0.28527406
0.4213795,2.2385786,7.1993647,1,0.1337795,0.027488936,0.44043383
0.8643068,0.36870706,6.670246,0,0.462425,-0.09285152,0.004886922
-1.1252748,1.5298948,8.461109,1,-0.58032197,0.080634214,-0.48380527
0.50038815,2.8993783,7.656657,1,0.3481932,0.073303826,0.18203785
2.4061728,0.8355764,5.9041014,0,-0.8185594,0.08735373,0.37140608
-1.6903064,2.5378537,7.2783732,1,-0.19853121,-0.01038471,-0.018325957
-0.6751649,-3.4261026,8.010999,0,0.44165558,0.14172074,-0.20708331
1.970428,-2.7222073,9.390059,0,0.1020145,0.23884831,0.10751228
0.7206547,0.5602432,8.075643,0,-0.68477994,0.07391469,0.042760566
-2.327164,0.7134721,6.7229185,1,0.17287487,0.07696902,-0.17959438
0.22505496,-1.3503298,9.483433,1,0.28405234,0.048258353,-0.17837265
1.4389153,2.7700913,4.4675803,0,0.07880162,0.15821409,-0.16249016
-1.5107412,-0.12210429,9.188946,0,-0.5662721,0.28955013,-0.1441642
0.50517654,1.2689269,8.176199,0,0.6994407,0.07819075,0.089186326
0.04070143,-0.31124622,9.263166,1,-0.6041457,-0.042760566,-0.15760323
-0.47644615,2.2529438,8.949526,1,0.021380283,-0.27550024,-0.22418754
1.1468226,-1.5011644,1.1061212,0,0.3390302,-0.27977628,-0.06414085
-1.8076223,0.29927522,14.896723,1,-0.2864958,0.34208453,-0.16554448
-1.2497733,5.3223104,9.854534,1,-0.689056,0.06352998,-0.2761111
2.8538885,-2.779668,3.526659,0,0.8197812,-0.12461651,0.06352998
1.0366893,-2.2936451,13.259089,0,-0.009773844,-0.8417723,-0.11789699
-2.9281087,-0.25617957,13.278243,1,-0.97433007,0.73731434,-0.47219884
3.3854012,11.247959,-3.6583402,0,-0.3390302,-0.52106804,0.0030543262
2.731784,-3.5482068,7.929596,0,0.57848936,-0.22113322,0.025045475
-6.0884547,-2.2218192,9.299079,0,1.3634512,-0.4196644,-0.13622294
3.430891,-10.177752,28.80464,0,-1.2461652,-0.5479461,-0.24923302
-0.37828386,16.565481,12.6222315,1,-0.086132,0.5564982,-0.16371189
2.5689783,5.7724204,-0.25139117,1,0.83077675,-0.26511553,0.3933972
3.940856,-0.51714754,20.448877,0,-0.42210788,-0.9560041,0.116675265
-6.129156,-3.4165258,14.542381,1,-0.6261369,0.85154617,-0.4184427
3.083732,3.4835634,7.3430166,0,1.0671816,-0.37873647,0.06352998
1.757344,2.9472623,6.619968,0,0.77396625,0.30543262,0.23640485
-5.494693,-4.4603977,17.02038,1,-0.68844515,0.21074851,0.05131268
3.3159695,0.51475334,11.374852,0,-0.91874135,-0.6065892,0.089186326
-0.107739076,-2.8107927,13.467384,1,0.43676865,-0.50762904,-0.053145275
-1.2354081,2.7581203,10.01734,0,1.4135422,-0.50823987,-0.08857546
2.3439236,-5.5258174,13.467384,1,-0.37934732,0.1563815,-0.15088372
-0.4237737,4.0940847,12.08593,1,-1.0421361,0.09285152,-0.10445796
0.17717093,5.3007627,0.4333505,1,0.3408628,0.36041048,0.023823744
0.557849,2.5761611,2.1140802,1,0.6792821,0.096516706,0.10934488
0.47165772,-0.78050977,14.760254,1,-0.82711154,-0.11728613,0.09162979
-0.33279404,-4.7022123,10.376471,1,-0.018325957,0.18142697,0.002443461
0.21308395,2.6120741,1.2378023,1,0.34025195,0.32253686,-0.1282817
-0.9504981,2.5187001,12.713211,0,-0.004886922,-0.16615535,-0.11484267
-1.3862427,-0.047884032,10.697293,1,0.1386664,-0.034208454,0.05131268
-2.1332338,-2.4013844,14.386758,1,-0.31887165,0.28588495,-0.009162978
-0.06703765,2.0446482,12.72997,1,0.6200282,-0.15027285,-0.17287487
-1.079785,6.0285997,6.5984197,1,-0.008552114,0.61086524,-0.33353242
0.50517654,3.4979286,11.255142,0,-0.59131753,0.21013765,0.26450464
0.28491,1.0749966,14.355634,0,0.25350907,-0.5656612,0.19730948
-6.3111157,-2.3582888,9.737218,0,0.3585779,0.48991394,-0.41416663
0.18435353,6.2632318,18.339584,0,0.30970868,-0.12339478,-0.2321288
2.1068976,1.6184803,14.781801,1,0.16982053,-0.1337795,0.12217305
-3.6248214,1.9991584,11.877635,0,-0.5271767,0.18570304,0.08735373
0.8810662,6.0956373,3.8714242,0,0.047036625,-0.24678956,-0.019547688
-0.7134721,1.9800048,10.94629,0,0.61636305,-0.0061086523,-0.20586158
-1.3239936,-0.6560113,11.870452,0,-0.010995574,0.24984388,-0.047647487
1.7142484,0.11492168,11.329363,1,-0.30665436,-0.5479461,0.1459968
-3.1842883,1.6783354,12.176909,0,0.29626966,0.13988814,-0.07086037
0.21308395,1.5586253,7.4363904,0,-0.49663344,0.22174409,-0.089186326
2.231396,2.2936451,6.114791,0,-0.27366763,-0.44715336,0.054367006
-2.8538885,-2.9376855,4.1659107,1,0.15454891,-0.35430184,-0.008552114
-0.81642276,-7.860164,12.023681,0,0.49174652,-0.21685717,0.004886922
-0.4237737,-1.412579,13.393165,0,-0.2003638,-1.0519099,-0.16554448
-0.79726917,2.3894134,13.883976,1,0.084910266,0.40622538,0.03848451
4.4005427,3.0550013,-0.4405331,1,-0.75441855,-0.4098906,0.19853121
0.6751649,17.290924,1.1348516,1,0.8368854,0.23762658,0.17165314
-4.189853,-17.638084,24.890121,0,-1.2235631,1.0042624,-0.17165314
3.4620156,26.482265,-1.5251064,1,1.6670512,-0.7910705,0.26267207
-3.41892,-29.230808,38.5658,0,-0.3817908,-0.32620203,0.0018325958
-4.594473,14.020445,23.968353,1,0.5296202,1.1881329,-0.12156218
4.441244,5.9400144,-0.1436521,0,-1.2082914,-0.44226643,0.1563815
-0.2753332,0.8882488,35.216312,1,0.5882632,0.57360244,0.03604105
-7.177817,4.450821,4.0174704,0,0.21135938,0.51068336,-0.116675265
3.9336734,-7.615956,22.586899,0,-0.3555236,0.015271631,0.032986723
-4.4675803,2.0278888,9.457097,1,-0.17165314,-0.5204572,-0.09162979
-0.320823,-10.754754,12.974179,0,1.6982054,0.22357668,0.021991149
5.734113,13.90313,3.4859576,1,-1.1410962,-0.29993483,0.10445796
-1.4460979,-4.525041,21.021091,0,-0.50701815,0.98532563,-0.02443461
0.0047884034,4.76925,-2.528277,0,0.5925393,-0.24007004,0.204029
0.6991069,-6.83784,15.828068,0,0.48808134,0.2144137,-0.24190263
-5.2624555,-1.163582,10.433931,1,0.06352998,0.19547687,-0.48502702
1.3670892,3.9695864,5.925649,1,-0.5864306,0.103847094,-0.030543262
0.37349546,6.0238113,12.344504,0,0.13255776,0.36346483,0.38728857
-1.2018893,-0.4309563,11.183316,1,0.45753807,0.11484267,0.2321288
-0.6488287,2.4468741,10.977415,1,0.2919936,-0.19486602,-0.09468412
-0.6703765,1.352724,12.864046,0,-0.23701571,-0.1881465,0.042760566
-0.7062895,2.5881321,16.230293,1,-0.028099801,0.25534168,0.21380283
-1.6807296,6.3063273,5.032612,0,0.26083946,-0.22235495,0.02565634
-2.0925324,-0.94570965,15.763424,1,-0.29749137,0.009773844,-0.021991149
0.0,0.92416185,10.0508585,1,-0.17592919,0.4288274,0.07574729
-1.1971009,4.209007,7.1347213,1,0.3378085,0.04337143,-0.010995574
-1.5682021,-3.0885203,14.065935,0,0.17959438,-0.08246681,-0.10995574
0.6607997,4.9703627,12.167333,0,-0.21319197,0.24740042,-0.106901415
-0.31603462,3.4620156,9.696517,1,-0.92485,0.7031059,0.017104227
-0.58418524,-2.0398598,16.132132,0,0.48930305,-0.2846632,0.12339478
-2.042254,-8.26239,8.3629465,1,0.61636305,-0.35796702,-0.23396139
0.3854665,0.076614454,6.43322,0,-0.13988814,0.20463985,-0.36651915
2.099715,3.7732618,4.357447,0,-0.68783426,0.087964594,-0.16371189
-0.62728083,8.48984,6.766014,0,0.15760323,0.398895,-0.13988814
-1.2282255,-2.6671407,4.84347,1,-0.09468412,0.28710666,-0.22602014
0.7134721,-5.0302176,11.81778,0,0.47158796,-0.48075095,-0.15210545
-1.3982137,-9.576807,12.454638,0,-0.43676865,0.03848451,-0.21685717
0.533907,5.3965306,5.758055,0,-0.14477506,-0.017104227,-0.10140363
0.9552865,5.1523223,4.074931,1,0.52839845,-0.49418998,0.051923547
-0.35673606,0.5434838,10.94629,0,0.059864793,0.16310102,-0.019547688
-0.8499416,7.249643,8.693346,0,-0.539394,0.0061086523,-0.19792034
-0.33758244,2.4732103,7.4244194,1,0.62125,0.16310102,-0.07941248
-0.15083471,-1.2856863,13.43626,1,-0.43799037,-0.3304781,-0.009162978
-0.8762778,2.7341783,9.006987,0,-0.5656612,-0.14721853,-0.0983493
