TimeStamps,Accident,Accident,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Pitch,Roll,Yaw
0.8,0,1,-0.16519992,1.1779473,9.622296,0.009162978,0.047647487,-0.09407325,6.9783201224015965,0.9762962662969953,0.005705481670000005
0.8200000000000001,0,1,-0.8714894,1.2186487,9.866506,-0.02443461,0.01160644,-0.12217305,7.014117916371325,5.009851792573512,0.003262020670000003
0.84,0,1,-0.46926352,1.2018893,9.41879,0.02443461,0.111177474,-0.10629055,7.2630434002509086,2.829330869398123,0.001136209670000013
0.86,0,1,-0.7038953,1.2378023,10.335769,0.0012217305,-0.103847094,0.062308256,6.8135324828401,3.868432561637907,0.002382374790000014
0.88,0,1,-2.3918076,1.2210429,9.579201,0.0067195175,0.08368854,0.10934488,7.050048820310566,13.91125727666564,0.004569272390000016
0.9,0,1,-0.11731588,1.1061212,10.0508585,0.002443461,0.050701816,0.15088372,6.27984108854631,0.6647259045069364,0.007586946790000019
0.92,0,1,-1.4053963,1.2401965,9.354146,0.0,-0.06963864,0.096516706,7.469502050586674,8.47134833719716,0.009517280910000021
0.9400000000000001,0,1,-1.7238252,2.6743233,9.9790325,0.017104227,-0.18509217,-0.013439035,14.793122969168804,9.472916232185666,0.00924850021000002
0.96,0,1,-0.18674773,1.3599066,11.188105,-0.01282817,0.2773328,0.13805555,6.9293110628919665,0.9492857739950856,0.012009611210000007
0.98,0,1,-0.11971009,1.4772224,9.421184,-0.0036651916,-0.17104226,0.2950479,8.91059620425184,0.7192021377100041,0.01791056921000001
1.0,0,1,-3.1435869,1.3575124,9.866506,-0.0036651916,-0.02443461,-0.03848451,7.468588866619087,17.51769642546235,0.017140879010000012
1.02,0,1,2.837129,0.81163436,9.80665,0.02443461,0.21991149,-0.07574729,4.545646377479034,-16.083374722262345,0.015625933210000012
1.04,0,1,-1.3503298,0.5243302,9.830592,-0.017104227,-0.21563543,0.267559,3.0247202352883233,7.810237918873505,0.020977113210000016
1.06,0,1,-2.4516625,0.61530983,9.018958,0.040317107,0.15821409,-0.15210545,3.7666317305258006,15.173847752396817,0.017935004210000015
1.08,0,1,2.291251,1.0031705,9.840169,0.015271631,-0.07391469,-0.10567969,5.670333252511556,-13.042306375145596,0.015821410410000014
1.1,0,1,-1.2569559,1.0127473,9.232041,-0.032986723,0.022602014,0.10323623,6.2034868003321435,7.707554455771184,0.017886135010000016
1.12,0,1,-1.1540052,0.8690952,9.337387,-0.005497787,0.06658431,0.06291912,5.277669265667712,7.015424782081721,0.019144517410000016
1.1400000000000001,0,1,-0.24660277,0.878672,9.636662,0.025045475,-0.053145275,-0.07941248,5.208134466374495,1.4598294019136027,0.017556267810000015
1.16,0,1,-0.93613285,0.8643068,9.478644,0.027488936,0.0030543262,-0.086132,5.184999892488673,5.617218443678573,0.015833627810000032
1.18,0,1,-0.46926352,0.91219085,9.576807,0.004886922,-0.002443461,0.052534413,5.434526761163218,2.7926299533141394,0.016884316070000033
1.2,0,1,-0.9888053,1.1085154,9.452309,-0.018936822,0.002443461,0.069027774,6.65281024888453,5.931628193981944,0.018264871550000034
1.22,0,1,-0.5267244,1.1109096,9.387665,0.002443461,-0.0018325958,-0.0421497,6.738333143922608,3.1891862266757953,0.017421877550000034
1.24,0,1,-0.17956513,1.0127473,9.55047,0.021380283,0.0,-0.047647487,6.052054430543104,1.0711274215342752,0.016468927810000034
1.26,0,1,-0.63206923,0.9816227,9.562442,-0.010995574,-0.023823744,0.020158553,5.8484358377810715,3.7619883885241285,0.016872098870000032
1.28,0,1,-1.13964,1.0295067,9.174581,0.004276057,-0.031154128,-0.028099801,6.354114394455482,7.037126993313708,0.016310102850000032
1.3,0,1,-0.20829555,1.0821792,9.531317,0.034208454,0.0067195175,-0.0842994,6.476050905297597,1.2439418306699377,0.014624114850000031
1.32,0,1,-0.35913026,1.0989386,9.557653,0.034208454,0.0067195175,-0.0842994,6.5544782321624995,2.137813467871841,0.01293812685000003
1.34,0,1,-0.9672575,1.2042835,9.3182335,0.034208454,0.0067195175,-0.0842994,7.325129144377855,5.877693252283605,0.011252138850000029
1.36,0,1,-0.47644615,1.0654198,9.67018,0.034208454,0.0067195175,-0.0842994,6.2796939919498564,2.8037225736560885,0.009566150850000028
1.3800000000000001,0,1,-0.2825158,0.93852705,9.576807,0.034208454,0.0067195175,-0.0842994,5.594695201311491,1.6816839166969422,0.007880162850000027
1.4000000000000001,0,1,-0.5482722,0.90021986,9.560047,0.0036651916,-0.00061086525,-0.004886922,5.370609876327536,3.26791370702165,0.007782424410000027
1.42,0,1,-0.7158663,0.9624691,9.531317,0.01160644,-0.04337143,-0.05497787,5.750075696466043,4.2735834942336925,0.006682867010000038
1.44,0,1,-0.5626374,1.0749966,9.481039,0.00061086525,-0.028099801,-0.010995574,6.457524805526094,3.3745734430048326,0.006462955530000037
1.46,0,1,-0.92416185,1.0702082,9.579201,-0.0018325958,-0.02321288,0.007330383,6.345547593972012,5.476741408313218,0.006609563190000037
1.48,0,1,-0.6799533,1.0486604,9.502586,0.007941248,-0.023823744,0.008552114,6.2814782107404925,4.068185205966404,0.0067806054700000375
1.5,0,1,-0.2801216,1.0342951,9.617508,0.015882496,-0.0061086523,0.035430185,6.135583478017548,1.6587781736607463,0.0074892091700000385
1.52,0,1,-0.25378537,1.0726024,9.737218,-0.014049901,-0.0067195175,0.036651913,6.28395116939415,1.4840145545552013,0.00822224743000004
1.54,0,1,-0.34476504,1.0271125,9.564836,0.0012217305,0.0061086523,0.009773844,6.125228085892707,2.0525455771960113,0.00841772431000004
1.56,0,1,-0.31364042,1.0630256,9.540894,0.03604105,-0.050701816,-0.016493361,6.354145631390721,1.8712511551634115,0.008087857090000039
1.58,0,1,-0.56982,0.8882488,9.476251,-0.0030543262,-0.004886922,-0.049480084,5.345328640349207,3.426148206656248,0.007098255410000039
1.6,0,1,-0.7110779,1.0893618,9.516952,-0.017104227,-0.023823744,-0.04337143,6.511969443442722,4.245408254356164,0.006230826810000038
1.62,0,1,-0.3878607,1.2114661,9.299079,0.004276057,-0.017715093,-0.056199603,7.416202972951989,2.368407536848339,0.005106834750000037
1.6400000000000001,0,1,-0.6560113,1.1085154,9.497798,0.00061086525,0.007941248,-0.064751714,6.64135648743221,3.924579017319854,0.003811800470000036
1.6600000000000001,0,1,-0.16280572,1.0127473,9.631873,0.0067195175,-0.021991149,-0.03359759,6.001482723124281,0.9630595245073474,0.0031398486700000353
1.68,0,1,-0.44771573,0.9576807,9.5385,0.0061086523,0.004886922,-0.02565634,5.727111228373658,2.6739387433766195,0.0026267218700000406
1.7,0,1,-0.6799533,1.0295067,9.583989,0.012217305,-0.02565634,-0.034208454,6.1159142936826285,4.035016399957007,0.00194255279000004
1.72,0,1,-0.51954174,1.0821792,9.449914,-0.0012217305,-0.029321533,-0.03359759,6.523136607688524,3.1264728724116853,0.0012706009900000394
1.74,0,1,-0.7613561,1.2976574,9.454702,-0.021380283,-0.03481932,-0.018936822,7.790109441637945,4.5613279744434685,0.000891864550000039
1.76,0,1,-0.6991069,1.316811,9.548077,-0.009162978,-0.03604105,-0.002443461,7.831636935040521,4.148575777975048,0.0008429953300000389
1.78,0,1,-0.6679823,1.1133038,9.555259,-0.0067195175,-0.0030543262,0.029321533,6.629655435190086,3.972104089610236,0.0014294259900000394
1.8,0,1,-0.36631286,0.89303726,9.624691,0.009162978,-0.03604105,0.04337143,5.297258841404466,2.1702948983634696,0.0022968545900000402
1.82,0,1,-0.5554548,0.6464345,9.483433,0.030543262,-0.005497787,0.022602014,3.8928611920322695,3.3443025344812494,0.0027488948700000407
1.84,0,1,-0.47405192,0.7398083,9.629479,0.004886922,-0.045814894,0.04520403,4.387965281277515,2.8100846302728884,0.0036529754700000416
1.86,0,1,-0.2777274,1.043872,9.667787,-0.036651913,-0.009773844,0.04642576,6.160072074469013,1.6359848788780944,0.004581490670000042
1.8800000000000001,0,1,-0.5793968,1.1851299,9.43076,0.0012217305,0.0061086523,0.03726278,7.149269338275211,3.4882899118955577,0.0053267462700000425
1.9000000000000001,0,1,0.033518825,0.9624691,9.464279,0.023823744,-0.031154128,0.032375857,5.806691032258078,-0.20187749820686188,0.005974263410000043
1.92,0,1,-0.30645782,0.7517793,9.622296,0.0012217305,0.0012217305,0.0036651916,4.46512571216564,1.8186422535356328,0.006047567242000043
1.94,0,1,-0.35194764,0.8355764,9.524135,-0.007330383,-0.02321288,-0.014660766,5.010463327442848,2.108211159115004,0.005754351922000043
1.96,0,1,-0.23942018,1.0821792,9.3421755,0.0036651916,-0.0067195175,-0.02321288,6.605431058277145,1.4583009747487288,0.0052900943220000425
1.98,0,1,-0.2825158,1.091756,9.473856,-0.01160644,0.015882496,-0.014660766,6.5708055046310765,1.6968633241896671,0.004996879002000043
2.0,0,1,-0.1412579,1.0127473,9.488221,0.008552114,0.036651913,-0.01282817,6.091860836595994,0.8481231615821053,0.004740315602000042
2.02,0,1,-0.16998832,0.92416185,9.540894,0.015271631,-0.029321533,0.002443461,5.531721951856518,1.0159661544035024,0.004789184822000042
2.04,0,1,-0.46447513,0.90500826,9.909601,0.0061086523,-0.02076942,-0.06047566,5.212451578274627,2.672453843813,0.003579671622000041
2.06,0,1,-0.81402856,1.1133038,9.394848,0.027488936,0.007941248,-0.070249505,6.733126300759885,4.917858795464671,0.0021746815220000395
2.08,0,1,-0.1364695,1.1109096,9.718064,0.017715093,0.018936822,0.031154128,6.520757321772997,0.7993391311533696,0.00279776408200004
2.1,0,1,-0.019153614,1.115698,9.61272,-0.008552114,0.043982297,0.10262536,6.620385821108222,0.11340203157643608,0.004850271282000041
2.12,0,1,-0.2777274,1.0941502,9.512163,0.015271631,-0.016493361,0.065973446,6.558920571764555,1.6614454004078656,0.0061697402020000425
2.14,0,1,-0.46926352,1.1611878,9.43076,0.0061086523,0.007941248,0.0720821,7.010780394536082,2.827305182162035,0.007611382202000043
2.16,0,1,-0.36870706,1.0965444,9.7324295,-0.03176499,-0.016493361,0.12767084,6.4237864995859,2.155949528101854,0.010164799002000046
2.18,0,1,-0.58418524,1.0821792,9.3421755,0.004886922,0.00061086525,0.032986723,6.594813386192327,3.5544560371038765,0.010824533462000047
2.2,0,1,-0.79487497,0.91697925,9.155427,0.044593163,0.034208454,-0.064751714,5.69820052294,4.937402452632184,0.009529499182000046
2.22,0,1,0.23223756,0.92655605,9.873688,-0.0030543262,0.04337143,0.04886922,5.359515746509734,-1.3415055326463619,0.010506883582000047
2.24,0,1,0.22744916,1.1013328,9.80665,-0.043982297,0.01160644,0.10262536,6.406027534263356,-1.3203461382363006,0.012559390782000048
2.2600000000000002,0,1,-0.7038953,1.1947067,9.361329,0.01160644,0.04337143,-0.02565634,7.252602918393041,4.265613786147939,0.012046263982000047
2.2800000000000002,0,1,-0.4237737,1.0007763,9.40203,0.042760566,-0.0018325958,-0.073303826,6.069716660852087,2.5662443290840495,0.010580187462000045
2.3000000000000003,0,1,0.090979666,0.8810662,9.694122,-0.008552114,-0.0012217305,-0.018325957,5.192925807278379,-0.5355000213913752,0.010213668322000045
2.32,0,1,-0.5793968,0.9744401,9.586384,-0.05497787,0.07452556,-0.02443461,5.793586062800793,3.441035672836588,0.009724976122000056
2.34,0,1,-0.10055647,1.0726024,9.471462,0.022602014,0.018936822,-0.07941248,6.460614019013337,0.6044110589412078,0.008136726522000055
2.36,0,1,0.076614454,0.80924016,9.43076,0.058643065,0.028710667,-0.13439035,4.904294845601713,-0.4637502368469419,0.0054489195220000525
2.38,0,1,-0.35194764,0.6751649,9.885659,-0.02443461,0.080634214,-0.100792766,3.904619842043608,2.0342390716985204,0.003433064202000051
2.4,0,1,0.02633622,0.89782566,9.545682,0.010995574,0.042760566,-0.07513642,5.373166088837428,-0.15738215198654595,0.0019303358020000495
2.42,0,1,-0.51475334,1.0127473,9.291897,0.036651913,0.062308256,-0.12889257,6.210809777775604,3.152205799317382,-0.0006475155979999531
2.44,0,1,-0.60333884,0.9888053,9.665392,0.009162978,0.015271631,-0.12889257,5.829979111218798,3.553417747660122,-0.0032253669979999556
2.46,0,1,-0.46926352,1.079785,9.399636,-0.01282817,0.035430185,-0.08552113,6.545058323270525,2.8393953214474386,-0.004935789597999957
2.48,0,1,-0.92895025,1.1779473,9.49301,0.0030543262,0.059253927,-0.0720821,7.040146465773142,5.546684657609441,-0.006377431597999958
2.5,0,1,-0.5626374,1.0965444,9.593566,0.040927973,0.040927973,-0.057421334,6.509519631976633,3.334738926115041,-0.007525858277999959
2.52,0,1,-0.40462008,1.0223241,9.765948,0.0,0.02443461,-0.01160644,5.9710151297711125,2.3596271256381773,-0.007757987077999959
2.54,0,1,-0.79248077,1.0869676,9.856929,-0.015882496,0.05497787,0.027488936,6.272757425070234,4.5690204265872305,-0.0072082083579999585
2.56,0,1,-0.6895301,1.1827357,9.476251,0.018325957,0.02443461,0.032375857,7.095758202535094,4.1298066575912555,-0.006560691217999958
2.58,0,1,-0.6464345,0.9864111,9.52174,0.040317107,0.02565634,-0.005497787,5.90100965431707,3.8632602756166228,-0.006670646957999958
2.6,0,1,-0.82121116,0.93373865,9.464279,-0.007330383,0.020158553,-0.01282817,5.6135672066323234,4.93526613756759,-0.006927210357999958
2.62,0,1,-0.5770026,1.115698,9.540894,-0.019547688,0.021991149,0.008552114,6.657736778189126,3.437482805406116,-0.006756168077999958
2.64,0,1,-0.6655881,1.1827357,9.368511,0.021380283,0.03359759,-0.0012217305,7.177388198339725,4.031868146920576,-0.006780602687999958
2.66,0,1,-0.48602295,1.0175357,9.548077,0.0036651916,0.023823744,-0.021991149,6.075228120257111,2.8976155130580366,-0.007220425667999959
2.68,0,1,-0.46208093,0.9624691,9.64145,-0.01160644,0.04520403,-0.027488936,5.6942393720639455,2.7303366148476935,-0.00777020438799996
2.7,0,1,-0.5363012,0.9792285,9.476251,0.015882496,0.014660766,-0.025045475,5.890360977299499,3.2220351354672543,-0.00827111388799996
2.72,0,1,-0.5626374,0.8834604,9.514558,0.017715093,0.020158553,-0.06047566,5.295706597029985,3.3697470078174563,-0.009480627087999962
2.74,0,1,-0.7182605,0.93852705,9.531317,-0.004886922,0.02443461,-0.06841691,5.60785737110071,4.288882871190835,-0.010848965287999963
2.7600000000000002,0,1,-0.37349546,1.055843,9.488221,0.0030543262,0.025045475,-0.04642576,6.344839255311738,2.2404192663792224,-0.011777480487999963
2.7800000000000002,0,1,-0.5793968,1.0989386,9.387665,0.0067195175,0.039095376,-0.053145275,6.664203057948486,3.507862511295008,-0.012840385987999964
2.8000000000000003,0,1,-0.5602432,1.0749966,9.569624,0.0018325958,0.03481932,-0.06047566,6.39854418115748,3.3295999331558415,-0.014049899187999966
2.82,0,1,-0.49320555,1.0271125,9.507375,0.01038471,0.017715093,-0.03726278,6.157718534863456,2.9524709333070387,-0.01479515478799995
2.84,0,1,-0.7661445,1.0103531,9.598354,0.010995574,0.015882496,-0.032986723,5.990093382531759,4.538726103959916,-0.01545488924799995
2.86,0,1,-0.94810385,1.043872,9.615114,-0.0018325958,0.01160644,-0.045814894,6.166417846130903,5.598791044891429,-0.01637118712799995
2.88,0,1,-0.80205756,1.1180922,9.483433,-0.002443461,0.01038471,-0.04153884,6.7004017053065015,4.8011667047164615,-0.017201963927999952
2.9,0,1,-0.7086837,1.0773908,9.452309,0.017104227,0.028099801,-0.021380283,6.484565985615718,4.260227600552285,-0.017629569587999952
2.92,0,1,-0.5602432,0.9768343,9.528923,0.0,0.015882496,-0.0018325958,5.843070940376756,3.3472710160817383,-0.017666221503999952
2.94,0,1,-0.59615624,1.0103531,9.636662,-0.015882496,0.015882496,0.0,5.973955120924531,3.5207488507688844,-0.017666221503999952
2.96,0,1,-0.7398083,1.079785,9.461885,0.010995574,0.02076942,-0.012217305,6.490757225409307,4.442046583672629,-0.017910567603999953
2.98,0,1,-0.6584055,1.0151415,9.478644,0.014660766,0.017104227,-0.019547688,6.098365382346082,3.950974626585339,-0.018301521363999953
3.0,0,1,-0.6584055,0.9528923,9.583989,-0.0012217305,0.012217305,-0.014660766,5.664732800836597,3.9107365855421756,-0.018594736683999954
3.02,0,1,-0.6919243,0.9672575,9.543288,0.0030543262,0.01038471,0.0018325958,5.772385782109825,4.1258391296377965,-0.018558084767999954
3.04,0,1,-0.7565677,1.0031705,9.526528,0.016493361,0.0067195175,0.002443461,5.992524988079288,4.515860942924611,-0.018509215547999953
3.06,0,1,-0.8619126,0.9864111,9.55047,0.004276057,0.01038471,-0.009162978,5.873129241078464,5.129728443756398,-0.018692475107999953
3.08,0,1,-0.7374141,1.0414777,9.509769,-0.0067195175,-0.0012217305,0.012217305,6.231373811636883,4.407752757837893,-0.018448129007999952
3.1,0,1,-0.78769237,1.1444284,9.481039,0.0067195175,-0.0018325958,0.021380283,6.859300998319032,4.715201987385147,-0.018020523347999952
3.12,0,1,-0.8595184,1.0845734,9.560047,0.009773844,-0.009162978,0.007330383,6.4466667046769155,5.104926225759765,-0.017873915687999953
3.14,0,1,-0.7517793,1.0295067,9.600749,-0.007330383,0.0018325958,0.01160644,6.102010991067144,4.451946873001409,-0.01764178688799995
3.16,0,1,-0.60094464,1.043872,9.576807,0.009162978,-0.0036651916,0.03176499,6.208566128359841,3.5695154188432854,-0.017006487087999952
3.18,0,1,-0.6607997,0.92895025,9.516952,0.018325957,0.0018325958,0.017715093,5.561677313870464,3.9531706000384115,-0.016652185227999952
3.2,0,1,-0.7302315,0.90021986,9.600749,-0.0012217305,-0.009162978,-0.004276057,5.341372007503273,4.330610693657432,-0.01673770636799995
3.22,0,1,-0.60333884,1.0223241,9.514558,-0.0061086523,-0.004276057,0.01038471,6.120611159890192,3.6076814102603643,-0.01653001216799995
3.24,0,1,-0.641646,1.067814,9.411607,0.007330383,-0.0061086523,0.015271631,6.458071584397841,3.8753769401783633,-0.01622457954799995
3.2600000000000002,0,1,-0.6679823,0.9911995,9.481039,0.010995574,0.002443461,-0.013439035,5.953680129629839,4.008315077690686,-0.01649336024799995
3.2800000000000002,0,1,-0.58418524,1.0007763,9.478644,-0.021380283,0.007941248,-0.01282817,6.0157555069662445,3.507331225708143,-0.01674992364799995
3.3000000000000003,0,1,-0.46208093,1.103727,9.500193,0.004886922,-0.01160644,0.01038471,6.619126269145679,2.7660453605210646,-0.016542229447999948
3.3200000000000003,0,1,-0.81163436,1.0247183,9.351752,0.012217305,-0.0018325958,-0.01160644,6.230003930111083,4.930879070897414,-0.01677435824799995
3.34,0,1,-0.93852705,0.90021986,9.768343,-0.012217305,-0.020158553,-0.021380283,5.24132645188291,5.465026257160728,-0.01720196390799994
3.36,0,1,-0.7445967,0.9552865,9.583989,0.02076942,-0.017715093,0.014049901,5.675180169536539,4.420666120546324,-0.01692096588799994
3.38,0,1,-0.7469909,0.9792285,9.368511,0.018325957,0.002443461,0.06047566,5.948339019532814,4.534192385026879,-0.01571145268799994
3.4,0,1,-0.533907,1.067814,9.665392,-0.014049901,0.018325957,0.076358154,6.2948424939766605,3.1426688106788885,-0.014184289607999938
3.42,0,1,-0.45250413,1.13964,9.677363,-0.005497787,0.0012217305,0.06780604,6.709152891542621,2.6587989269292938,-0.012828168807999937
3.44,0,1,-0.6344634,1.103727,9.624691,0.03481932,-0.034208454,0.050701816,6.527863717862482,3.7470166446269144,-0.011814132487999937
3.46,0,1,-0.94331545,0.9648633,9.514558,0.009773844,-0.015882496,0.03481932,5.762460635759609,5.633349144763825,-0.011117746087999937
3.48,0,1,-1.0103531,1.0702082,9.579201,-0.009162978,-0.08857546,0.028710667,6.339889710539909,5.9839756880141035,-0.010543532747999936
3.5,0,1,-0.9935937,1.1540052,9.586384,0.002443461,-0.0018325958,0.028099801,6.82798494009927,5.875252611097391,-0.009981536727999936
3.52,0,1,-0.8475474,1.2090719,9.624691,0.02443461,-0.04642576,0.061086524,7.132781030757043,4.993422557550064,-0.008759806247999935
3.54,0,1,-0.15322891,1.0175357,9.696517,-0.018325957,-0.039095376,0.0720821,5.989852113502319,0.900396223556174,-0.007318164247999933
3.56,0,1,-0.6967127,1.1420342,9.694122,-0.025045475,0.040317107,0.040317107,6.701740393856964,4.082620800859688,-0.006511822107999932
3.58,0,1,-0.007182605,1.0534488,9.32781,0.027488936,-0.018325957,0.018936822,6.443472096379746,0.04384021987530204,-0.006133085667999932
3.6,0,1,-0.44532153,0.8403648,9.603143,0.040317107,-0.05375614,-0.03176499,4.995834790799016,2.6449515601181024,-0.006768385467999933
3.62,0,1,-0.9792285,0.770933,9.7084875,-0.02443461,-0.007330383,-0.018936822,4.5173997733717135,5.741600871455279,-0.007147121907999933
3.64,0,1,-0.320823,1.1013328,9.619903,-0.0018325958,-0.004886922,0.07574729,6.527464337435183,1.8977149300979026,-0.005632176107999932
3.66,0,1,-0.23942018,1.0893618,9.363723,0.03604105,-0.020158553,0.030543262,6.633727374944044,1.4548632493775895,-0.005021310867999932
3.68,0,1,-0.6895301,0.9744401,9.610326,-0.01160644,-0.0061086523,-0.039095376,5.77498016290516,4.083011732836736,-0.005803218387999932
3.7,0,1,-0.11971009,1.1204864,9.497798,-0.03176499,0.008552114,0.0061086523,6.727742673524246,0.7171440995583365,-0.005681045341999932
3.72,0,1,-0.23942018,1.1683705,9.25359,0.022602014,0.0061086523,0.01038471,7.193779626076466,1.4704265321648569,-0.005473351141999931
3.74,0,1,-0.7038953,0.8714894,9.557653,0.014049901,0.009162978,-0.06841691,5.195962750823951,4.194735507311666,-0.0068416893419999325
3.7600000000000002,0,1,-0.47165772,0.842759,9.516952,-0.015882496,-0.05375614,-0.073303826,5.05436793806488,2.8262014028003812,-0.008307765861999933
3.7800000000000002,0,1,-0.50996494,1.0223241,9.56723,-0.01160644,0.07391469,0.014049901,6.090720946064368,3.0339270956227242,-0.008026767841999932
3.8000000000000003,0,1,-0.40222588,0.9911995,9.387665,0.034208454,-0.02321288,0.050701816,6.021776708361883,2.4398606254215576,-0.0070127315219999315
